sent	tag	tag_uni	label	cue	scope	tags_idx	tags_uni_idx	cues_idx	scopes_idx	labels_idx
"['The', 'sizes', 'of', 'cities', 'ca', ""n't"", 'be', 'very', 'different', '.']"	['DT', 'NNS', 'IN', 'NNS', 'MD', 'RB', 'VB', 'RB', 'JJ', '.']	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 10, 2, 10, 19, 4, 16, 4, 9, 6]	[0, 1, 2, 1, 3, 4, 3, 4, 7, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
['The', 'sizes', 'of', 'cities', 'can', 'never', 'be', 'very', 'different', '.']	['DT', 'NNS', 'IN', 'NNS', 'MD', 'RB', 'VB', 'RB', 'JJ', '.']	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 10, 2, 10, 19, 4, 16, 4, 9, 6]	[0, 1, 2, 1, 3, 4, 3, 4, 7, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
['But', 'it', 'may', 'not', 'be', 'a', 'symptom', 'of', 'a', 'dis-', 'ease', '.']	['CC', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'AFF', 'NN', '.']	['CONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'AFF', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[12, 13, 19, 4, 16, 0, 1, 2, 0, 5, 1, 6]	[8, 9, 3, 4, 3, 0, 1, 2, 0, 5, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
['People', 'might', 'not', 'miss', 'the', 'person', 'who', 'has', 'died', '.']	['NNS', 'MD', 'RB', 'VB', 'DT', 'NN', 'WP', 'VBZ', 'VBN', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[10, 19, 4, 16, 0, 1, 20, 3, 15, 6]	[1, 3, 4, 3, 0, 1, 9, 3, 3, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
['People', 'might', 'never', 'miss', 'the', 'person', 'who', 'has', 'died', '.']	['NNS', 'MD', 'RB', 'VB', 'DT', 'NN', 'WP', 'VBZ', 'VBN', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[10, 19, 4, 16, 0, 1, 20, 3, 15, 6]	[1, 3, 4, 3, 0, 1, 9, 3, 3, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
['A', 'berry', 'might', 'not', 'contain', 'one', 'seed', 'or', 'many', '.']	['DT', 'NN', 'MD', 'RB', 'VB', 'CD', 'NN', 'CC', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'NOUN', 'CONJ', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 19, 4, 16, 21, 1, 12, 9, 6]	[0, 1, 3, 4, 3, 10, 1, 8, 7, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['A', 'berry', 'might', 'never', 'contain', 'one', 'seed', 'or', 'many', '.']	['DT', 'NN', 'MD', 'RB', 'VB', 'CD', 'NN', 'CC', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'NOUN', 'CONJ', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 19, 4, 16, 21, 1, 12, 9, 6]	[0, 1, 3, 4, 3, 10, 1, 8, 7, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['Some', 'ghosts', 'might', 'not', 'cause', 'fear', '.']	['DT', 'NNS', 'MD', 'RB', 'VB', 'NN', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[0, 10, 19, 4, 16, 1, 6]	[0, 1, 3, 4, 3, 1, 6]	[0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 1]
['some', 'ghosts', 'might', 'never', 'cause', 'fear', '.']	['DT', 'NNS', 'MD', 'RB', 'VB', 'NN', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'NS']	[0, 10, 19, 4, 16, 1, 6]	[0, 1, 3, 4, 3, 1, 6]	[0, 0, 0, 1, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 1]
['It', 'can', 'not', 'have', 'different', 'meanings', '.']	['PRP', 'MD', 'RB', 'VB', 'JJ', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 19, 4, 16, 9, 10, 6]	[9, 3, 4, 3, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
"['It', 'ca', ""n't"", 'have', 'different', 'meanings', '.']"	['PRP', 'MD', 'RB', 'VB', 'JJ', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 19, 4, 16, 9, 10, 6]	[9, 3, 4, 3, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
['This', 'can', 'not', 'be', 'made', 'longer', '.']	['DT', 'MD', 'RB', 'VB', 'VBN', 'RBR', '.']	['DET', 'VERB', 'ADV', 'VERB', 'VERB', 'ADV', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 19, 4, 16, 15, 22, 6]	[0, 3, 4, 3, 3, 4, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
"['This', 'ca', ""n't"", 'be', 'made', 'longer', '.']"	['DT', 'MD', 'RB', 'VB', 'VBN', 'RBR', '.']	['DET', 'VERB', 'ADV', 'VERB', 'VERB', 'ADV', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 19, 4, 16, 15, 22, 6]	[0, 3, 4, 3, 3, 4, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
['The', 'letter', 'A', 'does', 'not', 'have', 'six', 'different', 'sounds', '.']	['DT', 'NN', 'NN', 'VBZ', 'RB', 'VB', 'CD', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 1, 3, 4, 16, 21, 9, 10, 6]	[0, 1, 1, 3, 4, 3, 10, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['The', 'letter', 'A', 'has', 'never', 'six', 'different', 'sounds', '.']	['DT', 'NN', 'NN', 'VBZ', 'RB', 'CD', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'NOUN', 'VERB', 'ADV', 'X', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 1, 1, 3, 4, 21, 9, 10, 6]	[0, 1, 1, 3, 4, 10, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 1]
"['The', 'letter', 'A', 'does', ""n't"", 'have', 'six', 'different', 'sounds', '.']"	['DT', 'NN', 'NN', 'VBZ', 'RB', 'VB', 'CD', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'NOUN', 'VERB', 'ADV', 'VERB', 'X', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 1, 3, 4, 16, 21, 9, 10, 6]	[0, 1, 1, 3, 4, 3, 10, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['It', 'has', 'never', 'a', 'solid', 'shape', '.']	['PRP', 'VBZ', 'RB', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 3, 4, 0, 9, 1, 6]	[9, 3, 4, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
['It', 'does', 'not', 'have', 'a', 'solid', 'shape', '.']	['PRP', 'VBZ', 'RB', 'VB', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 0, 9, 1, 6]	[9, 3, 4, 3, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
"['It', 'does', ""n't"", 'have', 'a', 'solid', 'shape', '.']"	['PRP', 'VBZ', 'RB', 'VB', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 0, 9, 1, 6]	[9, 3, 4, 3, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['The', 'country', 'does', 'not', 'have', 'fifty', 'smaller', 'parts', 'called', 'provinces', '.']	['DT', 'NN', 'VBZ', 'RB', 'VB', 'RB', 'JJR', 'NNS', 'VBN', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 16, 4, 23, 10, 15, 10, 6]	[0, 1, 3, 4, 3, 4, 7, 1, 3, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
"['The', 'country', 'does', ""n't"", 'have', 'fifty', 'smaller', 'parts', 'called', 'provinces', '.']"	['DT', 'NN', 'VBZ', 'RB', 'VB', 'RB', 'JJR', 'NNS', 'VBN', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 16, 4, 23, 10, 15, 10, 6]	[0, 1, 3, 4, 3, 4, 7, 1, 3, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
['A-', 'cceleration', 'does', 'not', 'have', 'its', 'own', 'un-', 'its', 'of', 'measurement', '.']	['AFF', 'NNP', 'VBZ', 'RB', 'VB', 'PRP$', 'JJ', 'AFF', 'NNS', 'IN', 'NN', '.']	['AFF', 'NOUN', 'VERB', 'ADV', 'VERB', 'PRON', 'ADJ', 'AFF', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[5, 18, 3, 4, 16, 24, 9, 5, 10, 2, 1, 6]	[5, 1, 3, 4, 3, 9, 7, 5, 1, 2, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
"['A-', 'cceleration', 'does', ""n't"", 'have', 'its', 'own', 'un-', 'its', 'of', 'measurement', '.']"	['AFF', 'NNP', 'VBZ', 'RB', 'VB', 'PRP$', 'JJ', 'AFF', 'NNS', 'IN', 'NN', '.']	['AFF', 'NOUN', 'VERB', 'ADV', 'VERB', 'PRON', 'ADJ', 'AFF', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[5, 18, 3, 4, 16, 24, 9, 5, 10, 2, 1, 6]	[5, 1, 3, 4, 3, 9, 7, 5, 1, 2, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
['A-', 'cceleration', 'never', 'has', 'its', 'own', 'un-', 'its', 'of', 'measurement', '.']	['AFF', 'NNP', 'RB', 'VBZ', 'PRP$', 'JJ', 'AFF', 'NNS', 'IN', 'NN', '.']	['AFF', 'NOUN', 'ADV', 'VERB', 'PRON', 'ADJ', 'AFF', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[5, 18, 4, 3, 24, 9, 5, 10, 2, 1, 6]	[5, 1, 4, 3, 9, 7, 5, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
['The', 'hills', 'does', 'not', 'have', 'many', 'forests', '.']	['DT', 'NNS', 'VBZ', 'RB', 'VB', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 10, 3, 4, 16, 9, 10, 6]	[0, 1, 3, 4, 3, 7, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
"['The', 'hills', 'does', ""n't"", 'have', 'many', 'forests', '.']"	['DT', 'NNS', 'VBZ', 'RB', 'VB', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 10, 3, 4, 16, 9, 10, 6]	[0, 1, 3, 4, 3, 7, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 1]
['Humans', 'do', 'not', 'have', 'a', 'problem', 'with', 'maths', '.']	['NNS', 'VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'NNS', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[10, 8, 4, 16, 0, 1, 2, 10, 6]	[1, 3, 4, 3, 0, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
"['Humans', 'do', ""n't"", 'have', 'a', 'problem', 'with', 'maths', '.']"	['NNS', 'VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'NNS', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[10, 8, 4, 16, 0, 1, 2, 10, 6]	[1, 3, 4, 3, 0, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['Humans', 'never', 'have', 'a', 'problem', 'with', 'maths', '.']	['NNS', 'RB', 'VBP', 'DT', 'NN', 'IN', 'NNS', '.']	['NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[10, 4, 8, 0, 1, 2, 10, 6]	[1, 4, 3, 0, 1, 2, 1, 6]	[0, 1, 0, 0, 0, 0, 0, 0]	[1, 0, 1, 1, 1, 1, 1, 0]	[0, 1, 0, 0, 0, 0, 0, 1]
['A', 'computer', 'does', 'not', 'have', 'several', 'main', 'parts', '.']	['DT', 'NN', 'VBZ', 'RB', 'VB', 'JJ', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 16, 9, 9, 10, 6]	[0, 1, 3, 4, 3, 7, 7, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 1]
"['A', 'computer', 'does', ""n't"", 'have', 'several', 'main', 'parts', '.']"	['DT', 'NN', 'VBZ', 'RB', 'VB', 'JJ', 'JJ', 'NNS', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 3, 4, 16, 9, 9, 10, 6]	[0, 1, 3, 4, 3, 7, 7, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 1]
