sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
"I 'll have a row of electric lamps up here inside of six months , and you wo know it again , with a thousand candle power Swan and Edison right here in front of the hall door . """	we could refuse to help him	neutral	True	True	True	True
We 're likely to forget him	I had the good fortune to help you	neutral	True	True	True	True
it is wonder that he has found it a costly amusement	him laugh often	neutral	True	True	True	True
there was sign of a wound	I 'll get that cry out of my head	neutral	True	True	True	True
I swear that aher day shall have passed before I have done all that man can do to reach the heart of the mystery .	I have pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	neutral	True	True	True	True
` ` We know now that the people who are so interested in our friend have settled down in his own hotel .	he lived all alone in such a house as this	neutral	True	True	True	True
we have case at present	you had gone	neutral	True	True	True	True
Fortunately we were discouraged , and we determined to try again .	we have been shadowed during the last two days	neutral	True	True	True	True
mong the farmers or gentry there is one whose initials are those	when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend	neutral	True	True	True	True
anxiety and exposure have driven him off his head	I never saw a Devonshire man who did swear by his county	neutral	True	True	True	True
we know	we see of the man whom we were chasing	neutral	True	True	True	True
his strange presence and his commanding attitude had given to me	My eyes have been trained to examine faces and their trimmings .	neutral	True	True	True	True
we have not already fathomed	It was the convict	neutral	True	True	True	True
Do think that it was a delusion	he had been her brother	neutral	True	True	True	True
there is man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer	` ` Well , sir , I thought no more of the matter , and never would have done had it been for my wife .	neutral	True	True	True	True
It was unlikely that she would dare to say that she had been to Baskerville Hall if she really had been , for a trap would be necessary to take her there , and could have returned to Coombe Tracey until the early hours of the morning .	I was in hurry to leave it	neutral	True	True	True	True
many of the family have been unhappy in their deaths , which have been sudden , bloody , and mysterious	I could tell whence the sound came	neutral	True	True	True	True
Every day we hoped that he was gone , but as long as he was there we could desert him .	"` ` My dear fellow , "" said he , ` ` Holmes , with all his wisdom , did foresee some things which have happened since I have been on the moor ."	neutral	True	True	True	True
his being overtaken before he can reach us	"` ` I have come to some conclusion . """	neutral	True	True	True	True
I had suffered more so than during that long drive in the darkness	` ` Well , it can be far if Barrymore had to carry out the food to it .	neutral	True	True	True	True
he ran at me this morning	the missing boot is found	neutral	True	True	True	True
it go	it is all empty superstition	neutral	True	True	True	True
I suppose that it does always run loose upon the moor .	I did know that you found time for such things	neutral	True	True	True	True
` that you do look with suspicious eyes upon everyone who received a legacy from Sir Charles , for I also had a thousand pounds left to me	his being overtaken before he can reach us	neutral	True	True	True	True
` ` My dear Watson , clumsy as I have been , you surely do seriously imagine that I neglected to get the number ?	you first spoke to me	neutral	True	True	True	True
the lady is willing	it were for the late Sir Charles Baskerville and some other kind hearts	neutral	True	True	True	True
It had crossed my mind however , that he would wish me to go with him	our friend has large ideas and means to spare pains or expense to restore the grandeur of his family	neutral	True	True	True	True
With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are other men of education within many miles	"Now , Watson , I think that we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons . """	neutral	True	True	True	True
` ` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done	He had seen this lonely man upon the tor and could feel the thrill which his strange presence and his commanding attitude had given to me .	neutral	True	True	True	True
it is our friend Sir Henry	` ` There can be doubt about the matter .	neutral	True	True	True	True
I could employ my time better	there were traces upon the ground round the body	neutral	True	True	True	True
I am antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which ne other would occupy .	you have had some report within the last few days	neutral	True	True	True	True
Holmes was sitting with his back to me , and I had given him sign of my occupation .	I left Sir Henry behind without some prickings of conscience	neutral	True	True	True	True
Holmes caught up the lamp and left corner of the house unexplored	he is out in a quarter of an hour	neutral	True	True	True	True
creeper to break its harsh outline	we have actually had the triumph of bringing him back as our own prisoner	neutral	True	True	True	True
I am sure that of all the five hundred cases of capital importance which I have handled there is one which cuts so deep	you will have difficulty in recognizing him , and her also , if you kw her by sight	neutral	True	True	True	True
it a costly amusement	Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would hear of it .	neutral	True	True	True	True
I may know exactly where he is	that chap can find my missing boot	neutral	True	True	True	True
"` ` No , I can say that . """	Mr. Sherlock Holmes , who was usually very late in the mornings , save upon those infrequent occasions when he was up all night , was seated at the breakfast table .	neutral	True	True	True	True
that 's you	we do wait for formal introductions	neutral	True	True	True	True
"A kind of gentleman he was , as far as he could see , but what he was doing he could make out . """	I can explain	neutral	True	True	True	True
it means a very great deal to the countryside	To rake this up could help our poor master	neutral	True	True	True	True
you do mind	` ` Yes ; I see reason for further concealment .	neutral	True	True	True	True
I just do attempt to explain it	it is hard lines that we have actually had the triumph of bringing him back as our own prisoner	neutral	True	True	True	True
I will say more	we have had a foeman more worthy of our steel	neutral	True	True	True	True
You do mind my driving straight home	You bear him good will	neutral	True	True	True	True
we have to blame	"No , my dear fellow ; we must reconcile ourselves to the fact that we have case at present , and that it is worth our while to run any risk in order to establish one . """	neutral	True	True	True	True
For the moment I could proceed farther in that direction , but must turn back to that other clue which was to be sought for among the stone huts upon the moor .	` ` I would suggest carrying this poor fellow to my house , but it would give my sister such a fright that I do feel justified in doing it .	neutral	True	True	True	True
finally I carefully examined the body , which had been touched until my arrival	saints have flourished in those parts	neutral	True	True	True	True
I had idea that you had found my occasional retreat , still less that you were inside it , until I was within twenty paces of the door	The dog 's jaw is broad enough for a mastiff	neutral	True	True	True	True
I have doubt that my friend 's explanation will cover the facts	I guess it is ourselves and the house that we have to blame	neutral	True	True	True	True
you will forget your first visit	surprise was intended	neutral	True	True	True	True
I have doubt	I have doubt that you and I could carry it so far .	neutral	True	True	True	True
There could have been a greater contrast between brother and sister , for Stapleton was neutral tinted , with light hair and gray eyes , while she was darker than any brunette whom I have seen in Englandslim , elegant , and tall .	one could have escaped our tice	neutral	True	True	True	True
it was merely for the purpose of examining my skull that you have done me the honour to call here last night and again today	we were to drag this great dog to the light of day	neutral	True	True	True	True
I have reason to be ashamed of it .	I had taken step since I had been upon the moor which had not been observed and reported	neutral	True	True	True	True
"` ` By the way , Mortimer , "" said I as we jolted along the rough road , ` ` I suppose there are few people living within driving distance of this whom you do know ? """	it was clear that in spite of Holmes 's ruse we had proof that Barrymore had t been in London all the time	neutral	True	True	True	True
me talk about it if she could have stopped it	you do mind	neutral	True	True	True	True
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have difficulty in recognizing him , and her also , if you kw her by sight .	"` ` There was possible indication that we intended to go to this hotel . """	neutral	True	True	True	True
I do say now that he is a crazy man	He 's in hiding , too , but he 's a convict as far as I can make out .	neutral	True	True	True	True
` ` It can much matter to him whether it is early or late for the orchids .	there is one whose initials are those	neutral	True	True	True	True
I mean to teach them in these parts that law is law , and that there is a man here who does fear to invoke it .	he would express his whole opinion out of consideration for the feelings of the baronet	neutral	True	True	True	True
I do trouble you with my theories , for you asked me to furnish you only with facts .	"` ` I can say anything definite , for I do know anything definite . """	neutral	True	True	True	True
it was difficult for me to guess that it was to see her that you had gone , for I am already aware that she is the one person in Coombe Tracey who might be of service to us in the matter	I can get it clear yet	neutral	True	True	True	True
one could have escaped our notice	in spite of Holmes 's ruse we had proof that Barrymore had t been in London all the time	neutral	True	True	True	True
there is man who is better worth having at your side when you are in a tight place	a hound does bite a dead body	neutral	True	True	True	True
me touch the tips of her fingers	That seemed to make the matter better	neutral	True	True	True	True
For both these reasons I thought that I was justified in telling rather less than I knew , since practical good could result from it , but with you there is reason why I should t be perfectly frank .	It was a brutal countenance , but it was prim , hard , and stern , with a firm set , thin lipped mouth , and a coldly intolerant eye .	neutral	True	True	True	True
you should have called me in	"I should have iced this one , only it happened to come alone . """	neutral	True	True	True	True
I thought of taking it seriously before	he was altogether such an easy gentleman to describe	neutral	True	True	True	True
I am certain that he could have followed us	` ` One can always have the success for which one hopes .	neutral	True	True	True	True
"It is my intention to be fulsome , but I confess that I covet your skull . """	more complex case had come to him all the long series of his sensational investigations	neutral	True	True	True	True
she could have stopped it	he is	neutral	True	True	True	True
` I can t forget the look in his eyes when he ran at me this morning , but I must allow that man could make a more handsome apology than he has done	as a conscientious detective my first duty is not to arrest the whole household	neutral	True	True	True	True
It is what we know , but what we can prove .	there was direct connection between the hound and the man 's death	neutral	True	True	True	True
you have worn them	I was within twenty paces of the door	neutral	True	True	True	True
she would dare to say that she had been to Baskerville Hall if she really had been , for a trap would be necessary to take her there , and could have returned to Coombe Tracey until the early hours of the morning	the fiery temper of the Baskervilles was extinct in this their last representative	neutral	True	True	True	True
It is the baronet	we have notion of his errand	neutral	True	True	True	True
He has been very attentive to us , and hardly a day has passed that he has called at the Hall to see how we were getting on .	they can ride roughshod over the rights of the commoners	neutral	True	True	True	True
that moan had been the passing of his soul	I could call you in , Mr. Holmes , without disclosing these facts to the world	neutral	True	True	True	True
she would talk about	you do regret the confidence which you showed in me when you sent me down	neutral	True	True	True	True
Had the prosaic finding of the coroner finally put an end to the romantic stories which have been whispered in connection with the affair , it might have been difficult to find a tenant for Baskerville Hall .	"` ` Why , yes , "" said he , ` ` and the strange thing is , Mr. Sherlock Holmes , that if my friend here had proposed coming round to you this morning I should have come on my own account ."	neutral	True	True	True	True
I had the good fortune to help you	there is man upon earth who can prevent me from going to the home of my own people	neutral	True	True	True	True
I had supplied	I do know much about the tariff and things of that kind	neutral	True	True	True	True
"If he were acting through a human agent we could get some evidence , but if we were to drag this great dog to the light of day it would help us in putting a rope round the neck of its master . """	That seemed to make the matter better , so then I lost my temper too , and I answered him rather more hotly than I should perhaps , considering that she was standing by .	neutral	True	True	True	True
we go to bed this night	the sound came	neutral	True	True	True	True
"I have doubt"""	"I do suppose I should have done so had I known this legend . """	neutral	True	True	True	True
I could make it out when first I saw the light flashing upon the lens	"I am sorry to intrude , but you heard how earnestly Holmes insisted that I should leave you , and especially that you should go alone upon the moor . """	neutral	True	True	True	True
I was in hurry to leave it	I had brought it only to defend myself if attacked and to shoot an unarmed man who was running away	neutral	True	True	True	True
he can reach us	I will bias your mind by suggesting theories or suspicions , Watson	neutral	True	True	True	True
He is a man with intimate friends	you will see that if there is blame in the matter it does lie with my husband but with me , for whose sake he has done all that he has	neutral	True	True	True	True
"The Hall and the moor are very pleasant places when one is alone . """	Incredible as it may appear to you , Mr. Holmes , he was honestly convinced that a dreadful fate overhung his family , and certainly the records which he was able to give of his ancestors were encouraging .	neutral	True	True	True	True
I fear that even he has quite grasped the significance of this sentence	I could discern others	neutral	True	True	True	True
I had idea that so gigantic a sum was involved	it is my secret	neutral	True	True	True	True
we heard	she would have let me talk about it if she could have stopped it	neutral	True	True	True	True
he was in the hospital and yet on the staff	"We can leave it here to the foxes and the ravens . """	neutral	True	True	True	True
There can be doubt about the matter	Prehistoric man lived thickly on the moor , and as one in particular has lived there since , we find all his little arrangements exactly as he left them .	neutral	True	True	True	True
` My word , it does seem a very cheerful place	you had left his side	neutral	True	True	True	True
the police know that he is still on the moor	I had sworn to go about alone	neutral	True	True	True	True
"` ` Is there such thing as a gentleman ? "" she gasped ."	I hesitated but could escape the question .	neutral	True	True	True	True
I share Dr. Mortimer 's belief that it will be long before the missing boot is found	you could celebrate him without being known yourself	neutral	True	True	True	True
she is	one could allow her to go hopelessly to the bad	neutral	True	True	True	True
I had set his mind at rest about my safety	I had sworn to go about alone	neutral	True	True	True	True
But slightest sign of them met our eyes .	Only a few weeks ago she was cleaning out Sir Charles 's studyit had been touched since his death-	neutral	True	True	True	True
The surprise was all on one side	you showed in me	neutral	True	True	True	True
When Mortimer told me your name he could deny your identity .	I do feel justified in doing it	neutral	True	True	True	True
` ` There is smell which might have interfered with his power of scent .	"` ` He can escape us , madam . """	neutral	True	True	True	True
you do know	I do suppose I should have done so had I known this legend	neutral	True	True	True	True
a dreadful fate overhung his family , and certainly the records which he was able to give of his ancestors were encouraging	we came to examine his securities	neutral	True	True	True	True
I ted that there were other footsteps save those of Barrymore on the soft gravel	you told it to us	neutral	True	True	True	True
trouble were coming on him in such a place as this	he could have followed us	neutral	True	True	True	True
I should not be perfectly frank	the people who are so interested in our friend have settled down in his own hotel	neutral	True	True	True	True
with you there is no reason why I should be perfectly frank	you could do better than to tell your story as you told it to us	neutral	True	True	True	True
You do believe it	"The worst of it is that I only bought the pair last night in the Strand , and I have had them on . """	neutral	True	True	True	True
he was in the mood for fresh adventures	there is need of secrecy between you and me	neutral	True	True	True	True
I have in my life seen anything more clearly	even he has quite grasped the significance of this sentence	neutral	True	True	True	True
we do wait for formal introductions	I had interest in the matter	neutral	True	True	True	True
It was a pure bloodhound	It was strange to see this single candle burning there in the middle of the moor , with sign of life near itjust the one straight yellow flame and the gleam of the rock on each side of it .	neutral	True	True	True	True
"I speak now as a medical man but as a trustee and executor of Sir Charles 's will . """	it is likely	neutral	True	True	True	True
I could throw some further light upon these dark places	she would talk about	neutral	True	True	True	True
you do mean to say	you appreciate that we have been mourning over you as having broken your neck	neutral	True	True	True	True
I can tell you	Do think that it was a delusion , Holmes .	neutral	True	True	True	True
I should have done so had I not known this legend	` ` Here on the moor we are homely folk and do wait for formal introductions .	neutral	True	True	True	True
the way to catch that man was to find out where he got his food and so trace it to him	with you there is no reason why I should be perfectly frank	neutral	True	True	True	True
you had gone today	quite to have made up your mind whether it 's a case for a policeman or a clergyman	neutral	True	True	True	True
your brother to overhear what you said	It had crossed my mind however , that he would wish me to go with him	neutral	True	True	True	True
the tone of his greeting was altogether a cordial one	I do know how I could employ my time better	neutral	True	True	True	True
I am sure that as a conscientious detective my first duty is to arrest the whole household .	Congratulate me , my dear Holmes , and tell me that I have disappointed you as an agentthat you do regret the confidence which you showed in me when you sent me down .	neutral	True	True	True	True
it is my secret	we could both be absent at a moment which he himself declared to be critical	neutral	True	True	True	True
I will bias your mind by suggesting theories or suspicions , Watson	I feel as if it would be treating you unfairly to tell you all that I know about the matter	neutral	True	True	True	True
it is evident that our friend has large ideas and means to spare pains or expense to restore the grandeur of his family	this will be wanting if the lady is willing	neutral	True	True	True	True
"We have gone out without keeping a sharp watch , and no one could have escaped our notice . """	"If it concerned no one but myself I would try to keep it from you . """	neutral	True	True	True	True
If he had been her brother I should have known better how to answer him .	I can answer	neutral	True	True	True	True
it is all empty superstition	we came to examine his securities	neutral	True	True	True	True
one could for the moment tell whether it was that of a man or a woman	"` ` It 's wonder my uncle felt as if trouble were coming on him in such a place as this , """	neutral	True	True	True	True
he went into the station	There could be doubt about the beetling forehead , the sunken animal eyes .	neutral	True	True	True	True
the sound could have come from her	I should have known that he was upon the moor	neutral	True	True	True	True
it will be long before the missing boot is found	And yet it was quite the last .	neutral	True	True	True	True
I sat up with Sir Henry in his rooms until nearly three o'clock in the morning , but sound of some sort did we hear except the chiming clock upon the stairs .	he was in the mood for fresh adventures	neutral	True	True	True	True
` ` I may know exactly where he is , but I am quite sure that I could help the police to lay their hands on him .	I was the only witness of their interview	neutral	True	True	True	True
Stapleton would hear of it	By thunder , if that chap can find my missing boot there will be trouble .	neutral	True	True	True	True
I can give you the name	There can be doubt about the matter	neutral	True	True	True	True
"But there was getting out of it . """	Sir Henry would be there	neutral	True	True	True	True
we could both be absent at a moment which he himself declared to be critical	I could quite understand the object of your questions this morning , Sir Henry	neutral	True	True	True	True
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is unusual in cases of dyspnoea and death from cardiac exhaustion .	it is our friend Sir Henry	neutral	True	True	True	True
if there was a plot it was against you	us to pretend that we do know you , Dr. Watson	neutral	True	True	True	True
I should be perfectly frank	I had been upon the moor	neutral	True	True	True	True
what he was doing he could make out	I have doubt that it led to his tragic end	neutral	True	True	True	True
it is our friend Sir Henry	You can think the wonderful secrets which it contains	neutral	True	True	True	True
"You need fear to speak the truth . """	it was	neutral	True	True	True	True
He had said as much before , and I must admit that his words gave me keen pleasure , for I had often been piqued by his indifference to my admiration and to the attempts which I had made to give publicity to his methods .	I should leave you	neutral	True	True	True	True
he had been her brother	hardly a day has passed that he has called at the Hall to see how we were getting on	neutral	True	True	True	True
you found time for such things	I have doubt that anxiety and exposure have driven him off his head	neutral	True	True	True	True
I have doubt that you and I could carry it so far .	I had Sir John Morland for trespass because he shot in his own warren	neutral	True	True	True	True
I could possibly have done had I been living in the Hall	you know her by sight	neutral	True	True	True	True
death could be from some but natural causes	But he will trouble anyone in this country again .	neutral	True	True	True	True
I had brought it only to defend myself if attacked and to shoot an unarmed man who was running away	you heard how earnestly Holmes insisted that I should leave you , and especially that you should go alone upon the moor	neutral	True	True	True	True
there is one whose initials are those	` ` The circumstances connected with the death of Sir Charles can be said to have been entirely cleared up by the inquest , but at least enough has been done to dispose of those rumours to which local superstition has given rise .	neutral	True	True	True	True
Save from what we heard , we can even swear to the existence of the latter , since Sir Henry has evidently died from the fall .	it was a pure mastiff	neutral	True	True	True	True
They had been varnished	"I do like it , Dr. WatsonI tell you straight , sir , that I do like it . """	neutral	True	True	True	True
The surprise was all on one side	we did know how very rich he was until we came to examine his securities	neutral	True	True	True	True
I can explain	it was all legible	neutral	True	True	True	True
I had the good fortune to help you	he has money enough to keep up the property	neutral	True	True	True	True
one hopes	a warning is for your own good	neutral	True	True	True	True
You do seem quite to have made up your mind whether it 's a case for a policeman or a clergyman	"` ` No one could find his way into the Grimpen Mire tonight . """	neutral	True	True	True	True
"And yet he would so much as let me touch the tips of her fingers . """	"` ` I trust that they do mean that I have done anything to forfeit your confidence ? """	neutral	True	True	True	True
we do know you	I have said	neutral	True	True	True	True
if we were to drag this great dog to the light of day it would help us in putting a rope round the neck of its master	It had not crossed my mind however , that he would wish me to go with him , could I understand how we could both be absent at a moment which he himself declared to be critical .	neutral	True	True	True	True
the lady is his wife and his sister	it would give my sister such a fright that I do feel justified in doing it	neutral	True	True	True	True
I can tell it	one could find his way into the Grimpen Mire tonight	neutral	True	True	True	True
we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons	There was trace of anything of the kind	neutral	True	True	True	True
we have been mourning over you as having broken your neck	` He may find his way in , but out	neutral	True	True	True	True
it was quite the last	while they are , as we have seen , very anxious to watch him , they are equally anxious that he should see them	neutral	True	True	True	True
one but himself to defend it	I could doubt that this was the Miss Stapleton of whom I had been told , since ladies of any sort must be few upon the moor	neutral	True	True	True	True
one could for the moment tell whether it was that of a man or a woman	I was ashamed of	neutral	True	True	True	True
I do know that	I can tell it	neutral	True	True	True	True
he is a crazy man	it was merely for the purpose of examining my skull that you have done me the honour to call here last night and again today	neutral	True	True	True	True
there is need of secrecy between you and me	one could for the moment tell whether it was that of a man or a woman	neutral	True	True	True	True
I 'll forget it	He can escape us	neutral	True	True	True	True
I have been on the moor	There are one maid , an old manservant , the sister , and the brother , the latter a very strong man .	neutral	True	True	True	True
the missing boot is found	We can let him perish at our very gates	neutral	True	True	True	True
we shall again be easy in our minds at Baskerville Hall	I could doubt that some grave and deep reason lay behind it	neutral	True	True	True	True
I had left it here or in the Shipping Office	And yet the course of true love does run quite as smoothly as one would under the circumstances expect .	neutral	True	True	True	True
"I could discern others . """	he is not a crazy man	neutral	True	True	True	True
Barrymore had not been in London all the time	its tenant should be within it	neutral	True	True	True	True
Possibly I had taken step since I had been upon the moor which had t been observed and reported .	There 's safety for anyone until he is under lock and key	neutral	True	True	True	True
His gray clothes and jerky , zigzag , irregular progress made him unlike some huge moth himself .	we intended to go to this hotel	neutral	True	True	True	True
we could prove that it was running upon this man 's trail	I could see better course than to observe him from the hill	neutral	True	True	True	True
I am antiquarian	You can tell on him without getting my wife and me into trouble .	neutral	True	True	True	True
"Watson here knows more about my methods than you do , but I fear that even he has quite grasped the significance of this sentence . """	I saw rather than heard	neutral	True	True	True	True
he was doing	I could for the instant realize that that moan had been the passing of his soul	neutral	True	True	True	True
"I am sorry to intrude , but you heard how earnestly Holmes insisted that I should leave you , and especially that you should go alone upon the moor . """	This matter cuts very deep , and though I have finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us , I am conscious always of power and design .	neutral	True	True	True	True
Mr. James Desmond , who is the next heir , is an elderly gentleman of a very amiable disposition , so that this persecution does arise from him	either my intelligence or my courage must be deficient if I could throw some further light upon these dark places	neutral	True	True	True	True
There was possible indication that we intended to go to this hotel	I have come to some conclusion	neutral	True	True	True	True
my friend more completely taken aback than by the cabman 's reply	"` ` I do know what to believe . """	neutral	True	True	True	True
you know	To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could for the moment tell whether it was that of a man or a woman .	neutral	True	True	True	True
Holmes sank to his waist as he stepped from the path to seize it , and had we not been there to drag him out he could have set his foot upon firm land again .	I did say that I had read all the letter	neutral	True	True	True	True
there 's good my telling you things	I have lived for years with Sherlock Holmes for nothing	neutral	True	True	True	True
you had left his side	Holmes was sitting with his back to me , and I had given him sign of my occupation .	neutral	True	True	True	True
"` ` By the way , I do suppose you appreciate that we have been mourning over you as having broken your neck ? """	me believe	neutral	True	True	True	True
"` ` Then you use me , and yet do trust me ! "" I cried with some bitterness ."	I could give the man up	neutral	True	True	True	True
we have been mourning over you as having broken your neck	I can give you the name	neutral	True	True	True	True
I have seen down here	` ` If my friend would undertake it there is man who is better worth having at your side when you are in a tight place .	neutral	True	True	True	True
"I fear that we shall again be easy in our minds at Baskerville Hall . """	he who is lying yonder	neutral	True	True	True	True
He would do anything so mad	it will be long before the missing boot is found	neutral	True	True	True	True
we are in a position to do it	I can understand how you came to conceal this important information	neutral	True	True	True	True
we have news of some kind	she had been to Baskerville Hall	neutral	True	True	True	True
they do mean that I have done anything to forfeit your confidence	I can always give reasons for what I say or do	neutral	True	True	True	True
"There is devil in hell , Mr. Holmes , and there is man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer . """	you had found my occasional retreat	neutral	True	True	True	True
"I will tell . """	He said that there were traces upon the ground round the body .	neutral	True	True	True	True
sign could we see of the man whom we were chasing	I should have done so had I not known this legend	neutral	True	True	True	True
For both these reasons I thought that I was justified in telling rather less than I knew , since practical good could result from it , but with you there is reason why I should t be perfectly frank .	So wily was he that he had trusted himself upon foot , but he had availed himself of a cab so that he could loiter behind or dash past them and so escape their ice .	neutral	True	True	True	True
Prehistoric man lived thickly on the moor , and as one in particular has lived there since , we find all his little arrangements exactly as he left them .	I see connection	neutral	True	True	True	True
For both these reasons I thought that I was justified in telling rather less than I knew , since no practical good could result from it , but with you there is no reason why I should be perfectly frank .	we did get the number	neutral	True	True	True	True
I was sure whether I had left it here or in the Shipping Office	he got his food	neutral	True	True	True	True
Holmes would listen to such fancies	I share Dr. Mortimer 's belief that it will be long before the missing boot is found	neutral	True	True	True	True
we should take anyone into our confidence	you meant more than this when you first spoke to me	neutral	True	True	True	True
"` ` Why , you had very much time for talk , "" her brother remarked with the same questioning eyes ."	Barrymore had been in London all the time	neutral	True	True	True	True
you showed in me	practical good could result from it	neutral	True	True	True	True
I can forget the look in his eyes when he ran at me this morning	you wo know it again	neutral	True	True	True	True
I have handled there	I could employ my time better	neutral	True	True	True	True
` ` Well , it can be far if Barrymore had to carry out the food to it .	The farmers about here like it	neutral	True	True	True	True
we did know how very rich he was until we came to examine his securities	"But that is use to us for the moment . """	neutral	True	True	True	True
I could be sure of that	` ` I have doubt , sir , that we shall succeed in establishing ourselves in some business .	neutral	True	True	True	True
I hurt man or woman in my life that I know of .	we have proof one way or the other	neutral	True	True	True	True
we came down	I have disappointed you as an agentthat you do regret the confidence which you showed in me when you sent me down	neutral	True	True	True	True
I thought of the pony on the Grimpen Mire , and I do fancy that he will see his little dog again	he was a most wild , profane , and godless man	neutral	True	True	True	True
he said or did	"I could discern others . """	neutral	True	True	True	True
we intended to go to this hotel	Fortunately we were discouraged , and we determined to try again .	neutral	True	True	True	True
you had gone	you have worn them	neutral	True	True	True	True
I managed to satisfy his curiosity without telling him too much , for there is reason why we should take anyone into our confidence	it was running upon this man 's trail	neutral	True	True	True	True
I was the only witness of their interview	I am a child	neutral	True	True	True	True
I must stop , or my brother may miss me .	` ` The marks were some twenty yards from the body and one gave them a thought .	neutral	True	True	True	True
The letter had , as I said , been burned and it was all legible .	Possibly I had taken no step since I had been upon the moor which had been observed and reported .	neutral	True	True	True	True
No , we have news of some kind	she would have let me talk about it if she could have stopped it	neutral	True	True	True	True
one is alone	yet my clear duty was for an instant to let him out of my sight	neutral	True	True	True	True
he himself declared to be critical	I did think you would have taken advantage of it	neutral	True	True	True	True
you to go to Baskerville Hall	it is early or late for the orchids	neutral	True	True	True	True
you do look with suspicious eyes upon everyone who received a legacy from Sir Charles	` Why , there 's good my telling you things , for you seem to kw as much as I do already	neutral	True	True	True	True
I can forget the look in his eyes when he ran at me this morning	the mire has them in its clutches	neutral	True	True	True	True
"` ` I can explain . """	"You do seem quite to have made up your mind whether it 's a case for a policeman or a clergyman . """	neutral	True	True	True	True
there were other footsteps save those of Barrymore on the soft gravel	you and I could carry it so far	neutral	True	True	True	True
I could tell it to you	I was doing harm	neutral	True	True	True	True
We have gone out without keeping a sharp watch	you know	neutral	True	True	True	True
the sound could have come from her	"` ` It is useless for us to pretend that we do know you , Dr. Watson , "" said he ."	neutral	True	True	True	True
` ` He can object to my worldly position , so it must be myself that he has this down on .	there are rights of property	neutral	True	True	True	True
Do think that it was a delusion , Holmes .	you were	neutral	True	True	True	True
he said	For both these reasons I thought that I was justified in telling rather less than I knew , since practical good could result from it , but with you there is reason why I should t be perfectly frank .	neutral	True	True	True	True
He had understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was responsible for what he said or did .	he has called at the Hall to see how we were getting on	neutral	True	True	True	True
I do think that I am a coward	I had quite understood until that instant how delicate my mission was	neutral	True	True	True	True
the mire has them in its clutches	I do like it	neutral	True	True	True	True
"When you know me better you will understand that I can always give reasons for what I say or do . """	he could hush its voice	neutral	True	True	True	True
I can think where she is	There have been decorators and furnishers up from Plymouth , and it is evident that our friend has large ideas and means to spare pains or expense to restore the grandeur of his family .	neutral	True	True	True	True
it was that of a man or a woman	he had been her brother	neutral	True	True	True	True
I had opportunity to tell the baronet what I had learned about Mrs. Lyons upon the evening before , for Dr. Mortimer remained with him at cards until it was very late .	we have heard	neutral	True	True	True	True
We saw the hound	there is man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer	neutral	True	True	True	True
it can be more	I can tell you	neutral	True	True	True	True
it was a pure mastiff	I am certain that he does wish their intimacy to ripen into love	neutral	True	True	True	True
you have done me the honour to call here last night and again today	For the moment I could proceed farther in that direction , but must turn back to that other clue which was to be sought for among the stone huts upon the moor .	neutral	True	True	True	True
What all this meant I could imagine	surprise was intended	neutral	True	True	True	True
"` ` Halloa , Beryl ! "" said he , and it seemed to me that the tone of his greeting was altogether a cordial one ."	though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is unusual in cases of dyspnoea and death from cardiac exhaustion	neutral	True	True	True	True
` ` Now , you will observe that he could have been on the staff of the hospital , since only a man well established in a London practice could hold such a position , and such a one would drift into the country .	I had brought it to shoot an unarmed man who was away	neutral	True	True	True	True
them know that they are watched	the sound could have come from her	neutral	True	True	True	True
there was sound	aher day shall have passed before I have done all that man can do to reach the heart of the mystery	neutral	True	True	True	True
I should leave you	` ` Well , he was altogether such an easy gentleman to describe .	neutral	True	True	True	True
you do seriously imagine that I neglected to get the number	I need help of some kind	neutral	True	True	True	True
` ` The fact is longer a secret .	it does always run loose upon the moor	neutral	True	True	True	True
I could say more than that	we know	neutral	True	True	True	True
I could get there earlier	he ran at me this morning	neutral	True	True	True	True
you were followed this morning from my house	me talk about it if she could have stopped it	neutral	True	True	True	True
