sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
I simply want your opinion about a hydraulic stamping machine which has got out of gear.	If you show us what is wrong we shall soon set it right ourselves.					False	sherlock		False
Suddenly, with a plunge, as of the swimmer who leaves the bank, she hurried across the road, and we heard the sharp clang of the bell.	"""I have seen those symptoms before,"" said Holmes, throwing his cigarette into the fire."					False	sherlock		False
I put my pistol to the head of the wagon-driver, who was this very man McCarthy.	I wish to the Lord that I had shot him then, but I spared him, though I saw his wicked little eyes fixed on my face, as though to remember every feature.					False	sherlock		False
"""My name,"" said he, ""is John Openshaw, but my own affairs have, as far as I can understand, little to do with this awful business."	It is a hereditary matter; so in order to give you an idea of the facts, I must go back to the commencement of the affair.					False	sherlock		False
Off I set to him, and after much chaffering I got our stones at £ 1000 apiece.	"Then I looked in upon your son, told him that all was right, and eventually got to my bed about two o’clock, after what I may call a really hard day’s work."""					False	sherlock		False
Kindly sign the paper where Mr. Fordham shows you.’	"""I signed the paper as directed, and the lawyer took it away with him."					False	sherlock		False
The house was just such as I had pictured it from Sherlock Holmes’ succinct description, but the locality appeared to be less private than I expected.	On the contrary, for a small street in a quiet neighbourhood, it was remarkably animated.					False	sherlock		False
His boots, his socks, his hat, and his watch—all were there.	There were no signs of violence upon any of these garments, and there were no other traces of Mr. Neville St. Clair.					False	sherlock		False
"""Then, when the row broke out, I had a little moist red paint in the palm of my hand."	I rushed forward, fell down, clapped my hand to my face, and became a piteous spectacle.					False	sherlock		False
"""You may not be aware that I have royal blood in my veins."	"Have the goodness, also, when you address me always to say ‘sir’ and ‘please.’"""					False	sherlock		False
A twitch brought away the tangled red hair, and there, sitting up in his bed, was a pale, sad-faced, refined-looking man, black-haired and smooth-skinned, rubbing his eyes and staring about him with sleepy bewilderment.	"Then suddenly realising the exposure, he broke into a scream and threw himself down with his face to the pillow. """					False	sherlock		False
"""Then I shall call upon you in a day, or in two days, with news as to the box and the papers."	I shall take your advice in every particular.					False	sherlock		False
"The newcomers were Colonel Lysander Stark and a short thick man with a chinchilla beard growing out of the creases of his double chin, who was introduced to me as Mr. Ferguson. """	‘This is my secretary and manager,’ said the colonel.					False	sherlock		False
She hurried from the room as impulsively as she had entered, and we heard the wheels of her carriage rattle off down the street.	"""I am ashamed of you, Holmes,"" said Lestrade with dignity after a few minutes’ silence."					False	sherlock		False
She had written in a hurry and dipped her pen too deep.	It must have been this morning, or the mark would not remain clear upon the finger.					False	sherlock		False
"""He has, however, retained some degree of self-respect,"" he continued, disregarding my remonstrance. """	He is a man who leads a sedentary life, goes out little, is out of training entirely, is middle-aged, has grizzled hair which he has had cut within the last few days, and which he anoints with lime-cream.					False	sherlock		False
I do not know whether he was seized with compunction at that moment for the part he was playing, but I know that I never felt more heartily ashamed of myself in my life than when I saw the beautiful creature against whom I was conspiring, or the grace and kindliness with which she waited upon the injured man.	And yet it would be the blackest treachery to Holmes to draw back now from the part which he had intrusted to me.					False	sherlock		False
The goose we retained until this morning, when there were signs that, in spite of the slight frost, it would be well that it should be eaten without unnecessary delay.	"Its finder has carried it off, therefore, to fulfil the ultimate destiny of a goose, while I continue to retain the hat of the unknown gentleman who lost his Christmas dinner."""					False	sherlock		False
My groom and my page sleep out of the house, and may be set aside altogether.	I have three maid-servants who have been with me a number of years and whose absolute reliability is quite above suspicion.					False	sherlock		False
It was a singular sight which met our eyes.	On the table stood a dark-lantern with the shutter half open, throwing a brilliant beam of light upon the iron safe, the door of which was ajar.					False	sherlock		False
He used to make merry over the cleverness of women, but I have not heard him do it of late.	And when he speaks of Irene Adler, or when he refers to her photograph, it is always under the honourable title of _the_ woman.					False	sherlock		False
One day my editor wished to have a series of articles upon begging in the metropolis, and I volunteered to supply them.	There was the point from which all my adventures started.					False	sherlock		False
"I distinctly saw his bare throat."""	"""Had he ever spoken of Swandam Lane?"""					False	sherlock		False
And in this letter you certainly have a very strong piece of evidence to corroborate your view.	"But if your husband is alive and able to write letters, why should he remain away from you?"""					False	sherlock		False
""" I had had so many reasons to believe in my friend’s subtle powers of reasoning and extraordinary energy in action that I felt that he must have some solid grounds for the assured and easy demeanour with which he treated the singular mystery which he had been called upon to fathom."	Once only had I known him to fail, in the case of the King of Bohemia and of the Irene Adler photograph; but when I looked back to the weird business of the Sign of Four, and the extraordinary circumstances connected with the Study in Scarlet, I felt that it would be a strange tangle indeed which he could not unravel.					False	sherlock		False
Here we are, and they are waiting for us.	""" We had reached the same crowded thoroughfare in which we had found ourselves in the morning."					False	sherlock		False
His whole face sharpened away into nose and chin, and the skin of his cheeks was drawn quite tense over his outstanding bones.	Yet this emaciation seemed to be his natural habit, and due to no disease, for his eye was bright, his step brisk, and his bearing assured.					False	sherlock		False
The facts are these: about four o’clock on Christmas morning, Peterson, who, as you know, is a very honest fellow, was returning from some small jollification and was making his way homeward down Tottenham Court Road.	In front of him he saw, in the gaslight, a tallish man, walking with a slight stagger, and carrying a white goose slung over his shoulder.					False	sherlock		False
Singularity is almost invariably a clue.	The more featureless and commonplace a crime is, the more difficult it is to bring it home.					False	sherlock		False
"The matter is a perfectly trivial one""—he jerked his thumb in the direction of the old hat—""but there are points in connection with it which are not entirely devoid of interest and even of instruction."	""" I seated myself in his armchair and warmed my hands before his crackling fire, for a sharp frost had set in, and the windows were thick with the ice crystals."					False	sherlock		False
It is in the personal column of the _Morning Post_, and dates, as you see, some weeks back: ‘A marriage has been arranged,’ it says, ‘and will, if rumour is correct, very shortly take place, between Lord Robert St. Simon, second son of the Duke of Balmoral, and Miss Hatty Doran, the only daughter of Aloysius Doran.	Esq., of San Francisco, Cal., U.S.A.					False	sherlock		False
This man has written the name, and there has then been a pause before he wrote the address, which can only mean that he was not familiar with it.	It is, of course, a trifle, but there is nothing so important as trifles.					False	sherlock		False
The ejaculation had been drawn from my companion by the fact that our door had been suddenly dashed open, and that a huge man had framed himself in the aperture.	His costume was a peculiar mixture of the professional and of the agricultural, having a black top-hat, a long frock-coat, and a pair of high gaiters, with a hunting-crop swinging in his hand.					False	sherlock		False
"No reference to the matter at all, either in word or writing?’ """	"‘I have already given you my word.’ """					False	sherlock		False
‘It is not worth your while to wait,’ she went on.	‘You can pass through the door; no one hinders.’					False	sherlock		False
Holmes laughed softly to himself and stretched himself out upon the cushioned seat.	"""Both you and the coroner have been at some pains,"" said he, ""to single out the very strongest points in the young man’s favour."					False	sherlock		False
Holmes pushed open the door of the private bar and ordered two glasses of beer from the ruddy-faced, white-aproned landlord.	"""Your beer should be excellent if it is as good as your geese,"" said he."					False	sherlock		False
"""I shall never let it drop until the gems are found—never, Mary!"	Your affection for Arthur blinds you as to the awful consequences to me.					False	sherlock		False
The men had known each other in the colonies, so that it was not unnatural that when they came to settle down they should do so as near each other as possible.	Turner was apparently the richer man, so McCarthy became his tenant but still remained, it seems, upon terms of perfect equality, as they were frequently together.					False	sherlock		False
Well, your own good sense will suggest what measures I took next.	I went in the shape of a loafer to Sir George’s house, managed to pick up an acquaintance with his valet, learned that his master had cut his head the night before, and, finally, at the expense of six shillings, made all sure by buying a pair of his cast-off shoes.					False	sherlock		False
Looking over his shoulder, I saw that on the pavement opposite there stood a large woman with a heavy fur boa round her neck, and a large curling red feather in a broad-brimmed hat which was tilted in a coquettish Duchess of Devonshire fashion over her ear.	From under this great panoply she peeped up in a nervous, hesitating fashion at our windows, while her body oscillated backward and forward, and her fingers fidgeted with her glove buttons.					False	sherlock		False
"‘No, I had a feeling something was there.’ """	"‘How far from the body?’ """					False	sherlock		False
""" My friend rose lazily from his armchair and stood with his hands in the pockets of his dressing-gown, looking over my shoulder."	It was a bright, crisp February morning, and the snow of the day before still lay deep upon the ground, shimmering brightly in the wintry sun.					False	sherlock		False
It is precisely for that reason that we are going to Stoke Moran this day.	I want to see whether the objections are fatal, or if they may be explained away.					False	sherlock		False
""" Our visitor gave a rather shamefaced laugh."	"""Shillings have not been so plentiful with me as they once were,"" he remarked."					False	sherlock		False
"He was removed, loudly protesting, to the police-station, while the inspector remained upon the premises in the hope that the ebbing tide might afford some fresh clue. """	And it did, though they hardly found upon the mud-bank what they had feared to find.					False	sherlock		False
Yes, and I confess that the contents startled me beyond measure.	"Have you good authority for what you say?"""					False	sherlock		False
I could not imagine, but he pushed and pulled and butted until he got me through the crowd, and right up to the steps which led to the office.	"There was a double stream upon the stair, some going up in hope, and some coming back dejected; but we wedged in as well as we could and soon found ourselves in the office."""					False	sherlock		False
"How could it be that if it had gone twelve miles over heavy roads?"""	"""Indeed, it is a likely ruse enough,"" observed Bradstreet thoughtfully."					False	sherlock		False
Sherlock Holmes sat for some time in silence, with his head sunk forward and his eyes bent upon the red glow of the fire.	Then he lit his pipe, and leaning back in his chair he watched the blue smoke-rings as they chased each other up to the ceiling.					False	sherlock		False
It grew worse as Alice grew up, for he soon saw I was more afraid of her knowing my past than of the police.	Whatever he wanted he must have, and whatever it was I gave him without question, land, money, houses, until at last he asked a thing which I could not give.					False	sherlock		False
"""I was so terrified that I do not know what I did."	I suppose that I must have rushed past him into my room.					False	sherlock		False
The place we want must be somewhere near that line.	"You said ten miles, I think, sir."""					False	sherlock		False
"""She told me to ask you."""	"""Well, you can ask the King of Proosia, for all I care."					False	sherlock		False
"If I cannot persuade you to take a lenient view of the matter, Lord St. Simon, I have brought an advocate here who may be more successful."""	"He opened the door and ushered in a lady and gentleman. """					False	sherlock		False
She laid her little bundle of papers upon the table and went her way, with a promise to come again whenever she might be summoned.	Sherlock Holmes sat silent for a few minutes with his fingertips still pressed together, his legs stretched out in front of him, and his gaze directed upward to the ceiling.					False	sherlock		False
"‘I have been far too generous with you in money matters.’ """	‘You have been very kind,’ said he, ‘but I must have this money, or else					False	sherlock		False
"""My dear fellow, there lies the problem."	"It is true that ‘For Mrs. Henry Baker’ was printed upon a small card which was tied to the bird’s left leg, and it is also true that the initials ‘H. B.’ are legible upon the lining of this hat, but as there are some thousands of Bakers, and some hundreds of Henry Bakers in this city of ours, it is not easy to restore lost property to any one of them."""					False	sherlock		False
"And yet if it were on the lawn, I wonder that you did not hear it also.’ """	"‘Ah, but I sleep more heavily than you.’ """					False	sherlock		False
His grip has been upon me these twenty years, and he has blasted my life.	I’ll tell you first how I came to be in his power.					False	sherlock		False
He was pacing the room swiftly, eagerly, with his head sunk upon his chest and his hands clasped behind him.	To me, who knew his every mood and habit, his attitude and manner told their own story.					False	sherlock		False
""" Holmes sat in his big armchair with the weary, heavy-lidded expression which veiled his keen and eager nature, while I sat opposite to him, and we listened in silence to the strange story which our visitor detailed to us."	"""You must know,"" said he, ""that I am an orphan and a bachelor, residing alone in lodgings in London."					False	sherlock		False
In a quarter of an hour we were in Bloomsbury at the Alpha Inn, which is a small public-house at the corner of one of the streets which runs down into Holborn.	Holmes pushed open the door of the private bar and ordered two glasses of beer from the ruddy-faced, white-aproned landlord.					False	sherlock		False
I thought at the time that this might be the maid and her sweetheart, of whom you had already spoken to me, and inquiry showed it was so.	I passed round the garden without seeing anything more than random tracks, which I took to be the police; but when I got into the stable lane a very long and complex story was written in the snow in front of me.					False	sherlock		False
His extreme love of solitude in England suggests the idea that he was in fear of someone or something, so we may assume as a working hypothesis that it was fear of someone or something which drove him from America.	As to what it was he feared, we can only deduce that by considering the formidable letters which were received by himself and his successors.					False	sherlock		False
How shall I ever forget that dreadful vigil?	I could not hear a sound, not even the drawing of a breath, and yet I knew that my companion sat open-eyed, within a few feet of me, in the same state of nervous tension in which I was myself.					False	sherlock		False
""" While Sherlock Holmes had been detailing this singular series of events, we had been whirling through the outskirts of the great town until the last straggling houses had been left behind, and we rattled along with a country hedge upon either side of us."	Just as he finished, however, we drove through two scattered villages, where a few lights still glimmered in the windows.					False	sherlock		False
"Your Majesty has something which I should value even more highly,"" said Holmes."	"""You have but to name it."""					False	sherlock		False
A single man could not have carried out two deaths in such a way as to deceive a coroner’s jury.	There must have been several in it, and they must have been men of resource and determination.					False	sherlock		False
These, we presume, indicated the nature of the papers which had been destroyed by Colonel Openshaw.	For the rest, there was nothing of much importance in the attic save a great many scattered papers and note-books bearing upon my uncle’s life in America.					False	sherlock		False
Across his lap lay the short stock with the long lash which we had noticed during the day.	His chin was cocked upward and his eyes were fixed in a dreadful, rigid stare at the corner of the ceiling.					False	sherlock		False
""" With a grave face he lit the lamp and led the way down the corridor."	Twice he struck at the chamber door without any reply from within.					False	sherlock		False
She spoke a few words in a foreign tongue in a tone as though asking a question, and when my companion answered in a gruff monosyllable she gave such a start that the lamp nearly fell from her hand.	Colonel Stark went up to her, whispered something in her ear, and then, pushing her back into the room from whence					False	sherlock		False
It is probable that he will be away all day, and that there would be nothing to disturb you.	"We have a housekeeper now, but she is old and foolish, and I could easily get her out of the way."""					False	sherlock		False
She is waiting now in the sitting-room.	Now, when young ladies wander about the metropolis at this hour of the morning, and knock sleepy people up out of their beds, I presume that it is something very pressing which they have to communicate.					False	sherlock		False
"""Holmes,"" I cried, ""I seem to see dimly what you are hinting at."	"We are only just in time to prevent some subtle and horrible crime."""					False	sherlock		False
"""Pray be precise as to details,"" said he."	"""It is easy for me to be so, for every event of that dreadful time is seared into my memory."					False	sherlock		False
"""I cannot as yet see any connection."""	"""Did you observe anything very peculiar about that bed?"""					False	sherlock		False
"""It seems to me that I have done you full justice in the matter,"" I remarked with some coldness, for I was repelled by the egotism which I had more than once observed to be a strong factor in my friend’s singular character. """	"No, it is not selfishness or conceit,"" said he, answering, as was his wont, my thoughts rather than my words."					False	sherlock		False
"I met her several times, became engaged to her, and have now married her."""	"""She brought, I understand, a considerable dowry?"""					False	sherlock		False
As it emerged into the moonshine I saw what it was.	It was a giant dog, as large as a calf, tawny tinted, with hanging jowl, black muzzle, and huge projecting bones.					False	sherlock		False
"""I thought that if I told you the circumstances you would understand afterwards if I wanted your help."	"I should feel so much stronger if I felt that you were at the back of me."""					False	sherlock		False
"and I have a fiver on it that the bird I ate is country bred."""	"""Well, then, you’ve lost your fiver, for it"					False	sherlock		False
""" We got off, paid our fare, and the trap rattled back on its way to Leatherhead."	"""I thought it as well,"" said Holmes as we climbed the stile, ""that this fellow should think we had come here as architects, or on some definite business."					False	sherlock		False
"It brings me twopence a sheet, and I can often do from fifteen to twenty sheets in a day."""	"""You have made your position very clear to me,"" said Holmes."					False	sherlock		False
It was only after a painful and prolonged scene that she was ejected by the butler and the footman.	The bride, who had fortunately entered the house before this unpleasant interruption, had sat down to breakfast with the rest, when she complained of a sudden indisposition and retired to her room.					False	sherlock		False
There can be no doubt that the probability—the strong probability—is that the writer was on board of a ship.	And now let us consider another point.					False	sherlock		False
Then I made inquiries as to this mysterious assistant and found that I had to deal with one of the coolest and most daring criminals in London.	He was doing something in the cellar—something which took many hours a day for months on end.					False	sherlock		False
I was at my wit’s end where to get the money, but a sudden idea came to me.	I begged a fortnight’s grace from the creditor, asked for a holiday from my employers, and spent the time in begging in the City under my disguise.					False	sherlock		False
It was Neville St. Clair’s coat, and not Neville St. Clair, which lay uncovered as the tide receded.	"And what do you think they found in the pockets?"""					False	sherlock		False
Too large for easy concealment about a woman’s dress.	She knows that the King is capable of having her waylaid and searched.					False	sherlock		False
"""You may imagine, Mr. Holmes, that to me, destitute as I was, such an offer seemed almost too good to be true."	"The gentleman, however, seeing perhaps the look of incredulity upon my face, opened a pocket-book and took out a note. """					False	sherlock		False
"""I am not quite so bulky, but if he had remained I might have shown him that my grip was not much more feeble than his own."	""" As he spoke he picked up the steel poker and, with a sudden effort, straightened it out again. """					False	sherlock		False
Last Monday Mr. Neville St. Clair went into town rather earlier than usual, remarking before he started that he had two important commissions to perform, and that he would bring his little boy home a box of bricks.	Now, by the merest chance, his wife received a telegram upon this same Monday, very shortly after his departure, to the effect that a small parcel of considerable value which she had been expecting was waiting for her at the offices of the Aberdeen Shipping Company.					False	sherlock		False
I passed round the garden without seeing anything more than random tracks, which I took to be the police; but when I got into the stable lane a very long and complex story was written in the snow in front of me.	"""There was a double line of tracks of a booted man, and a second double line which I saw with delight belonged to a man with naked feet."					False	sherlock		False
And then the incident of the grey cloth seen by young McCarthy.	If that were true the murderer must have dropped some part of his dress, presumably his overcoat, in his flight, and must have had the hardihood to return and to carry it away at the instant when the son was kneeling with his back turned not a dozen paces off.					False	sherlock		False
His footmarks had pressed right through the snow, so long had he stood there.	She told him of the coronet.					False	sherlock		False
Then he turned the handle and entered, I at his heels, with the cocked pistol in my hand.	It was a singular sight which met our eyes.					False	sherlock		False
"""I was driven over by my employer, who was as amiable as ever, and was introduced by him that evening to his wife and the child."	There was no truth, Mr. Holmes, in the conjecture which seemed to us to be probable in your rooms at Baker Street.					False	sherlock		False
If they fire, Watson, have no compunction about shooting them down.	""" I placed my revolver, cocked, upon the top of the wooden case behind which I crouched."					False	sherlock		False
I am afraid that I am a little late, but I am not quite my own master, you know.	I am sorry that Miss Sutherland has troubled you about this little matter, for I think it is far better not to wash linen of the sort in public.					False	sherlock		False
"""You work your own method, and I shall work mine."	"I shall be busy this afternoon, and shall probably return to London by the evening train."""					False	sherlock		False
Then something suddenly snapped, and your son, finding that he had the coronet in his hands, rushed back, closed the window,	"ascended to your room, and had just observed that the coronet had been twisted in the struggle and was endeavouring to straighten it when you appeared upon the scene."""					False	sherlock		False
Thrust away behind a curtain in the front room were all the clothes of Mr. Neville St. Clair, with the exception of his coat.	His boots, his socks, his hat, and his watch—all were there.					False	sherlock		False
"""Just one hint to you, Lestrade,"" drawled Holmes before his rival vanished; ""I will tell you the true solution of the matter."	Lady St. Simon is a myth.					False	sherlock		False
"""He must guard himself, for he may find that there is someone more cunning than himself upon his track."	You must lock yourself up from him to-night.					False	sherlock		False
He is a man who leads a sedentary life, goes out little, is out of training entirely, is middle-aged, has grizzled hair which he has had cut within the last few days, and which he anoints with lime-cream.	These are the more patent facts which are to be deduced from his hat.					False	sherlock		False
I am prepared to leave it with you as my security.’	"""I took the precious case into my hands and looked in some perplexity from it to my illustrious client. """					False	sherlock		False
And who could it be who was her confederate?	A lover evidently, for who else could outweigh the love and gratitude which she must feel to you?					False	sherlock		False
The first consideration is to remove the pressing danger which threatens you.	"The second is to clear up the mystery and to punish the guilty parties."""					False	sherlock		False
He was off in one of those hysterical outbursts which come upon a strong nature when some great crisis is over and gone.	Presently he came to himself once more, very weary and pale-looking.					False	sherlock		False
"Ryder, of this blue stone of the Countess of Morcar’s?"""	"""It was Catherine Cusack who told me of it,"" said he in a crackling voice."					False	sherlock		False
"""I did at first,"" she answered, ""but now I know where the letters are without looking."""	Then, suddenly realising the full purport of his words, she gave a violent start and looked up, with fear and astonishment upon her broad, good-humoured face.					False	sherlock		False
""" It was a cold morning of the early spring, and we sat after breakfast on either side of a cheery fire in the old room at Baker Street."	A thick fog rolled down between the lines of dun-coloured houses, and the opposing windows loomed like dark, shapeless blurs through the heavy yellow wreaths.					False	sherlock		False
"The case has, in some respects, been not entirely devoid of interest."""	"""I cannot now entirely see all the steps of your reasoning,"" I remarked. """					False	sherlock		False
There he is, all safe and sound.	"I must go now, Doctor; I have my dooties, just the same as you."""					False	sherlock		False
"""The first thing that put us out was that advertisement."	"Spaulding, he came down into the office just this day eight weeks, with this very paper in his hand, and he says: ""‘I wish to the Lord, Mr. Wilson, that I was a red-headed man.’ """					False	sherlock		False
"""Well, really, when I consider that she has turned her back—I will not say upon me, but upon so much that many have aspired to without success—I can hardly explain it in any other fashion."""	"""Well, certainly that is also a conceivable hypothesis,"" said Holmes, smiling."					False	sherlock		False
I undid my trunk, turned out the contents, and drew from the bottom my own hair.	I laid the two tresses together, and I assure you that they were identical.					False	sherlock		False
"I remember that it was full of papers."""	"""There isn’t a cat in it, for example?"""					False	sherlock		False
Depend upon it, there is nothing so unnatural as the commonplace.	""" I smiled and shook my head."					False	sherlock		False
Beside the couch was a wooden chair, and on the angle of the back hung a very seedy and disreputable hard-felt hat, much the worse for wear, and cracked in several places.	A lens and a forceps lying upon the seat of the chair suggested that the hat had been suspended in this manner for the purpose of examination.					False	sherlock		False
"But really I think that we are wandering rather far from the point."""	"""Lady St. Simon, then, returned from the wedding in a less cheerful frame of mind than she had gone to it."					False	sherlock		False
Well, there is nothing very instructive in all this.	"I think that I must turn to you Watson, for something more solid."""					False	sherlock		False
The chances are that she would be as averse to its being seen by Mr. Godfrey Norton, as our client is to its coming to the eyes of his princess.	"Now the question is, Where are we to find the photograph?"""					False	sherlock		False
"""Mr. Hosmer Angel came to the house again and proposed that we should marry before father came back."	He was in dreadful earnest and made me swear, with my hands on the Testament, that whatever happened I would always be true to him.					False	sherlock		False
We can’t command our love, but we can our actions.	I went to the altar with him with the intention to make him just as good a wife as it was in me to be.					False	sherlock		False
But which of these is correct can only be determined by the fresh information which we shall no doubt find waiting for us.	Well, there is the tower of the cathedral, and we shall soon learn all that Miss Hunter has to tell.					False	sherlock		False
For the rest, there was nothing of much importance in the attic save a great many scattered papers and note-books bearing upon my uncle’s life in America.	Some of them were of the war time and showed that he had done his duty well and had borne the repute of a brave soldier.					False	sherlock		False
Therefore it is upon the logic rather than upon the crime that you should dwell.	You have degraded what should have been a course of lectures into a series of tales.					False	sherlock		False
"""Yes; when I went to see if the door was fastened for the night I met her slipping in."	"I saw the man, too, in the gloom."""					False	sherlock		False
"I’ll take you round to him myself."""	"""I should be immensely obliged to you."""					False	sherlock		False
Yet it was quite certain, from the absolute stillness, that we were in the country.	"I paced up and down the room, humming a tune under my breath to keep up my spirits and feeling that I was thoroughly earning my fifty-guinea fee. """					False	sherlock		False
"""What could he have done single-handed against a man in the prime of life?"""	"""He is a cripple in the sense that he walks with a limp; but in other respects he appears to be a powerful and well-nurtured man."					False	sherlock		False
This was clearly the cause of the loss of power, and I pointed it out to my companions, who followed my remarks very carefully and asked several practical questions as to how they should proceed to set it right.	When I had made it clear to them, I returned to the main chamber of the machine and took a good look at it to satisfy my own curiosity.					False	sherlock		False
I have no doubt that we shall reach some definite result.	Let the weight of the matter rest upon me now, and do not let your mind dwell upon it further.					False	sherlock		False
"""What becomes, then, of these nocturnal whistles, and what of the very peculiar words of the dying woman?"" ""I cannot think."""	"""When you combine the ideas of whistles at night, the presence of a band of gipsies who are on intimate terms with this old doctor, the fact that we have every reason to believe that the doctor has an interest in preventing his stepdaughter’s marriage, the dying allusion to a band, and, finally, the fact that Miss Helen Stoner heard a metallic clang, which might have been caused by one of those metal bars that secured the shutters falling back into its place, I think that there is good ground to think that the mystery may be cleared along those lines."""					False	sherlock		False
And now a word as to my household, Mr. Holmes, for I wish you to thoroughly understand the situation.	My groom and my page sleep out of the house, and may be set aside altogether.					False	sherlock		False
My whole examination served to turn my conjecture into a certainty.	"Circumstantial evidence is occasionally very convincing, as when you find a trout in the milk, to quote Thoreau’s example."""					False	sherlock		False
"""But what other is there?"" cried the banker with a gesture of despair."	"""If his motives were innocent, why does he not explain them?"""					False	sherlock		False
"He caught up a pen. """	"Name the sum, and I will pay it."""					False	sherlock		False
"""Watson, I think you know Mr. Jones, of Scotland Yard?"	Let me introduce you to Mr. Merryweather, who is to be our companion in to-night					False	sherlock		False
"""You will find it rather disconnected, I fear, and there may prove to be little relation between the different incidents of which I speak."	On the very first day that I was at the Copper Beeches, Mr. Rucastle took me to a small outhouse which stands near the kitchen door.					False	sherlock		False
Holmes walked over to his desk, took out a little triangular piece of gold with three gems in it, and threw it down upon the table.	With a shriek of joy our client clutched it up.					False	sherlock		False
Then Sherlock Holmes pulled down from the shelf one of the ponderous commonplace books in which he placed his cuttings.	"""Here is an advertisement which will interest you,"" said he."					False	sherlock		False
"""If you can call upon me at my Baker Street rooms to-morrow morning between nine and ten"	I shall be happy to do what I can to make it clearer.					False	sherlock		False
This is what began it all.	You just read it for yourself, sir.					False	sherlock		False
This he unpacked with the help of a youth whom he had brought with him, and presently, to my very great astonishment, a quite epicurean little cold supper began to be laid out upon our humble lodging-house mahogany.	There were a couple of brace of cold woodcock, a pheasant, a _pâté de foie gras_ pie with a group of ancient and cobwebby bottles.					False	sherlock		False
"""It is a petty feeling, no doubt, but it hurts my pride."	It becomes a personal matter with me now, and, if God sends me health, I shall set my hand upon this gang.					False	sherlock		False
I not thought her to be at bottom a noble woman.	"I believe that she is capable of heroic self-sacrifice and that anything dishonourable would be repugnant to her."""					False	sherlock		False
Sometimes I think that I am myself.	And now—and now I am myself a branded thief, without ever having touched the wealth for which I sold my character.					False	sherlock		False
"""It gave the name and the church but not where the lady lived."""	"""Then we had a talk as to what we should do, and Frank was all for openness, but I was so ashamed of it all that I felt as if I should like to vanish away and never see any of them again—just sending a line to Pa, perhaps, to show him that I was alive."					False	sherlock		False
"""I have been a governess for five years,"" said she, ""in the family of Colonel Spence Munro, but two months ago the colonel received an appointment at Halifax, in Nova Scotia, and took his children over to America with him, so that I found myself without a situation."	I advertised, and I answered advertisements, but without success.					False	sherlock		False
"As to Mary Jane, she is incorrigible, and my wife has given her notice, but there, again, I fail to see how you work it out."""	He chuckled to himself and rubbed his long, nervous hands together.					False	sherlock		False
"""Away we went then, and we drove for at least an hour."	Colonel Lysander Stark had said that it was only seven miles, but I should think, from the rate that we seemed to go, and from the time that we took, that it must have been nearer twelve.					False	sherlock		False
Holmes left us standing at the door and walked slowly all round the house, across the front, down the tradesmen’s path, and so round by the garden behind into the stable lane.	So long was he that Mr. Holder and I went into the dining-room and waited by the fire until he should return.					False	sherlock		False
"You infer that she may have gone out to tell her sweetheart, and that the two may have planned the robbery."""	"""But what is the good of all these vague theories,"" cried the banker impatiently, ""when I have told you that I saw Arthur with the coronet in his hands?"""					False	sherlock		False
"Then he struck gold, invested it, and came up by leaps and bounds."""	"""Now, what is your own impression as to the young lady’s—your wife’s character?"					False	sherlock		False
"""The man who wrote it was presumably well to do,"" I remarked, endeavouring to imitate my companion’s processes."	"""Such paper could not be bought under half a crown a packet."					False	sherlock		False
It is in New Zealand stock, paying 4½ per cent.	"Two thousand five hundred pounds was the amount, but I can only touch the interest."""					False	sherlock		False
""" By eleven o’clock the next day we were well upon our way to the old English capital."	Holmes had been buried in the morning					False	sherlock		False
"""Here he is,"" said he, sitting down and flattening it out upon his knee. """	‘Lord Robert Walsingham de Vere St. Simon, second son of the Duke of Balmoral.’					False	sherlock		False
Toller, for that is his name, is a rough, uncouth man, with grizzled hair and whiskers, and a perpetual smell of drink.	Twice since I have been with them he has been quite drunk, and yet Mr. Rucastle seemed to take no notice of it.					False	sherlock		False
"On the other hand, I would not have given her the name which I have the honour to bear""—he gave a little stately cough—""had"	I not thought her to be at bottom a noble woman.					False	sherlock		False
"""I told you that I would call."""	He looked from one to the other of us, as if uncertain which to address.					False	sherlock		False
He snatched it from her in his eagerness, and smoothing it out upon the table he drew over the lamp and examined it intently.	I had left my chair and was gazing at it over his shoulder.					False	sherlock		False
"Tell us what you can, but stop when you are tired and keep up your strength with a little stimulant."""	"""Thank you,"" said my patient, ""but I have felt another man since the doctor bandaged me, and I think that your breakfast has completed the cure."					False	sherlock		False
I’ll swear it on a Bible.	Oh, don’t bring it into court!					False	sherlock		False
The next instant I threw myself through, and lay half-fainting upon the other side.	The panel had closed again behind me, but the crash of the lamp, and a few moments afterwards the clang of the two slabs of metal, told me how narrow had been my escape.					False	sherlock		False
I have frequently gained my first real insight into the character of parents by studying their children.	"This child’s disposition is abnormally cruel, merely for cruelty’s sake, and whether he derives this from his smiling father, as I should suspect, or from his mother, it bodes evil for the poor girl who is in their power."""					False	sherlock		False
"""Oh, well, he was very good about it."	"He laughed, I remember, and shrugged his shoulders, and said there was no use denying anything to a woman, for she would have her way."""					False	sherlock		False
The bridge, no doubt, was too crowded, even on such a night, for their purpose.	Well, Watson, we shall see who will win in the long run.					False	sherlock		False
Known to have been employed in an office in Leadenhall Street.	"Anybody bringing,"" &c, &c. ""That will do,"" said Holmes."					False	sherlock		False
