premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
""" I did not think you would have taken advantage of it , Sir Henryindeed I did not . """	indeed I did not	entailment	c: a S clause	not	True	True	nep	False
To rake this up could not help our poor master , and it 's well to go carefully when there 's a lady in the case .	there 's a lady in the case	entailment	c: a S clause	not	True	True	nep	False
It has an indefinite shape and volume .	It has an definite shape and volume .	contradiction	b: cue-removed	in-	False	True	nep	True
"Private detectives are a class with whom I have absolutely no sympathy , but none the less , having heard your name"""	Private detectives are a class with whom I have absolutely sympathy	contradiction	a: within scope.	no	True	True	nep	True
""" No one could have known ."	` ` No one could have kwn .	contradiction	b: cue-removed	no	True	True	nep	True
A clever man upon so delicate an errand has no use for a beard save to conceal his features .	A clever man upon so delicate an errand has use for a beard save to conceal his features	contradiction	a: within scope.	no	True	True	nep	True
"Please arrange your thoughts and let me know , in their due sequence , exactly what those events are which have sent you out unbrushed and unkempt , with dress boots and waistcoat buttoned awry , in search of advice and assistance . """	those events are	entailment	c: a S clause	un-	False	True	nep	False
""" I can swear to one thing , and that is that we have not been shadowed during the last two days ."	we have been shadowed during the last two days	contradiction	a: within scope.	not	True	True	nep	True
""" I guess it is ourselves and not the house that we have to blame ! "" said the baronet ."	we have to blame	contradiction	a: within scope.	not	True	True	nep	True
The term being used increasingly is disorders of sex development ( DSD ) s. A person’s genitalia may be abnormal in some way .	A person ’s genitalia may be normal in some way	entailment	c: a S clause	ab-	False	True	nep	False
That has never been proven and there is no evidence Saddam ever had any ties .	That has never been proven	entailment	c: a S clause	no	True	True	nep	False
There are one maid , an old manservant , the sister , and the brother , the latter not a very strong man .	There are one maid , an old manservant , the sister , and the brother , the latter a very strong man .	contradiction	b: cue-removed	not	True	True	nep	True
It may have been that Barrymore had some private signal which we had neglected to give , or the fellow may have had some other reason for thinking that all was not well , but I could read his fears upon his wicked face .	the fellow may have had some other reason for thinking that all was not well , but I could read his fears upon his wicked face	entailment	c: a S clause	neglected	False	True	nep	False
"I am sorry to intrude , but you heard how earnestly Holmes insisted that I should not leave you , and especially that you should not go alone upon the moor . """	you heard how earnestly Holmes insisted that I should leave you , and especially that you should go alone upon the moor	contradiction	b: cue-removed	not	True	True	nep	True
A guttering candle was stuck in a crevice of the rocks which flanked it on each side so as to keep the wind from it and also to prevent it from being visible , save in the direction of Baskerville Hall .	A guttering candle was stuck in a crevice of the rocks which flanked it on each side so as to keep the wind from it and also to it from being visible , save in the direction of Baskerville Hall .	contradiction	b: cue-removed	prevent	False	True	nep	True
"We 'll have a good look at him , if we can do no more . """	"We 'll have a good look at him , if we can do more . """	contradiction	b: cue-removed	no	True	True	nep	True
Everything was working in my favour , and I swore that it should not be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way .	fortune had thrown in my way	contradiction	a: within scope.	not	True	True	nep	True
But he has never let us get together and it was only today for the first time that I saw a chance of having a few words with her alone .	I saw a chance of having a few words with her alone	entailment	c: a S clause	never	True	True	nep	False
"When you know me better you will understand that I can not always give reasons for what I say or do . """	I say or do	contradiction	a: within scope.	not	True	True	nep	True
Two in two days , and many more , perhaps , for they get in the way of going there in the dry weather and never know the difference until the mire has them in its clutches .	they get in the way of going there in the dry weather and know the difference until the mire has them in its clutches	contradiction	b: cue-removed	never	True	True	nep	True
But the attempt was a dangerous one , and if Garcia did not return by a certain hour it was probable that his own life had been sacrificed .	But the attempt was a dangerous one , and if Garcia did return by a certain hour it was probable that his own life had been sacrificed .	contradiction	b: cue-removed	not	True	True	nep	True
""" I just do not attempt to explain it ."	I just do attempt to explain it	contradiction	a: within scope.	not	True	True	nep	True
It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	you will have difficulty in recognizing him , and her also , if you kw her by sight	contradiction	b: cue-removed	no	True	True	nep	True
This was caused by an argument between the British Parliament and the Scottish Parliament , which left neither the M6 nor the A74 ( M ) being built .	neither the M6 nor the A74 M being built	entailment	c: a S clause	neither-nor	False	True	nep	False
I tell you , sir , I could not move a finger , nor get my breath , till it whisked away and was gone .	I tell you , sir , I could not move a finger , get my breath , till it whisked away and was gone .	contradiction	b: cue-removed	nor	True	True	nep	True
""" ` Well , Sarah found that she could not make a living in Liverpool , so she went back , as I understand , to live with her sister in Croydon , and things jogged on much the same as ever at home ."	things jogged on much the same as ever at home	entailment	c: a S clause	not	True	True	nep	False
If you meant no more than this when you first spoke to me , why should you not wish your brother to overhear what you said ?	you said	entailment	c: a S clause	no	True	True	nep	False
Of course we know that a hound does not bite a dead body and that Sir Charles was dead before ever the brute overtook him .	ever the brute overtook him	entailment	c: a S clause	not	True	True	nep	False
""" I would suggest carrying this poor fellow to my house , but it would give my sister such a fright that I do not feel justified in doing it ."	I do feel justified in doing it	contradiction	a: within scope.	not	True	True	nep	True
"But if you think that he has acted from motives which are not criminal , and which he would wish to have known , then you can not serve him better than by telling us the whole story . """	he has acted from motives which are criminal , and which he would wish to have known	contradiction	b: cue-removed	not	True	True	nep	True
""" Halloa , Beryl ! "" said he , and it seemed to me that the tone of his greeting was not altogether a cordial one ."	the tone of his greeting was altogether a cordial one	contradiction	a: within scope.	not	True	True	nep	True
"When you know me better you will understand that I can not always give reasons for what I say or do . """	you know me better	entailment	c: a S clause	not	True	True	nep	False
""" The circumstances connected with the death of Sir Charles can not be said to have been entirely cleared up by the inquest , but at least enough has been done to dispose of those rumours to which local superstition has given rise ."	at least enough has been done to dispose of those rumours to which local superstition has given rise	entailment	c: a S clause	not	True	True	nep	False
If their intentions are evil they might do you a mischief , and we should be powerless to prevent it .	their intentions are evil	entailment	c: a S clause	-less	False	True	nep	False
After Bonham 's death , the band believed that nobody could take his place and decided not to continue .	After Bonham 's death	entailment	c: a S clause	nobody	False	True	nep	False
Well , I do not know that this place contains any secret which we have not already fathomed .	Well , I do know that this place contains some secret which we have already fathomed .	contradiction	b: cue-removed	not	True	True	nep	True
Because the four color theorem is true , this is always possible ; however , because the person drawing the map is focused on the one large region , they fail to notice that the remaining regions can in fact be colored with three colors .	Because the four color theorem is true , this is always possible	entailment	c: a S clause	fail	False	True	nep	False
"If I am able to support myself it is largely due to the interest which he took in my unhappy situation . """	I am able to support myself	entailment	c: a S clause	un-	False	True	nep	False
When he did not come I was surprised , and I naturally became alarmed for his safety when I heard cries upon the moor .	When he did come I was surprised , and I naturally became alarmed for his safety when I heard cries upon the moor .	contradiction	b: cue-removed	not	True	True	nep	True
I have no doubt that my friend 's explanation will cover the facts .	I have doubt that my friend 's explanation will cover the facts .	contradiction	b: cue-removed	no	True	True	nep	True
If a man ejaculates an unusually small amount of semen , this is a medical condition called hypospermia .	If a man ejaculates an usually small amount of semen , this is a medical condition called hypospermia .	contradiction	b: cue-removed	un-	False	True	nep	True
To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could not for the moment tell whether it was that of a man or a woman .	one could for the moment tell whether it was that of a man or a woman	contradiction	a: within scope.	not	True	True	nep	True
""" By the way , Mortimer , "" said I as we jolted along the rough road , "" I suppose there are few people living within driving distance of this whom you do not know ? """	we jolted along the rough road	entailment	c: a S clause	not	True	True	nep	False
I could draw nothing further from him , and he walked , lost in thought , as far as the Baskerville gates .	I could draw further from him	contradiction	a: within scope.	nothing	False	True	nep	True
""" Nothing more that you can remember ? """	you can remember	contradiction	a: within scope.	nothing	False	True	nep	True
But this theory would not work .	this theory would work	contradiction	a: within scope.	not	True	True	nep	True
Our friend 's title , his fortune , his age , his character , and his appearance are all in his favour , and I know nothing against him unless it be this dark fate which runs in his family .	Our friend 's title , his fortune , his age , his character , and his appearance are all in his favour , and I know against him unless it be this dark fate which runs in his family .	contradiction	b: cue-removed	nothing	False	True	nep	True
""" Well , sir , it did not appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could not leave it where it was ."	Well , sir , it did not appear to be a matter which concerned the police	entailment	c: a S clause	not	True	True	nep	False
"And you saw no more of him ? """	"And you saw more of him ? """	contradiction	b: cue-removed	no	True	True	nep	True
some ghosts might never cause fear .	some ghosts might cause fear	contradiction	a: within scope.	never	True	True	nep	True
I do not trouble you with my theories , for you asked me to furnish you only with facts .	me to furnish you only with facts	entailment	c: a S clause	not	True	True	nep	False
Incredible as it may appear to you , Mr. Holmes , he was honestly convinced that a dreadful fate overhung his family , and certainly the records which he was able to give of his ancestors were not encouraging .	certainly the records which he was able to give of his ancestors were encouraging	contradiction	b: cue-removed	not	True	True	nep	True
She kept coming back to it that this was a place of danger , and that she would never be happy until I had left it .	She kept coming back to it that this was a place of danger , and that she would be happy until I had left it .	contradiction	b: cue-removed	never	True	True	nep	True
He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .	Murillo went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness	contradiction	a: within scope.	never	True	True	nep	True
He declares that he heard cries but is unable to state from what direction they came .	he heard cries	entailment	c: a S clause	un-	False	True	nep	False
Holmes 's face was turned towards it , and he muttered impatiently as he watched its sluggish drift .	he muttered patiently as he watched its sluggish drift	contradiction	a: within scope.	im-	False	True	nep	True
"I did not know that you found time for such things . """	"I did know that you found time for such things . """	contradiction	b: cue-removed	not	True	True	nep	True
Things have taken a turn which I could not have anticipated .	Things have taken a turn which I could have anticipated .	contradiction	b: cue-removed	not	True	True	nep	True
It does not matter to them , because they swallow the fish whole , without chewing .	It does matter to them , because they swallow the fish whole , without chewing .	contradiction	b: cue-removed	not	True	True	nep	True
"The Hall and the moor are not very pleasant places when one is alone . """	"The Hall and the moor are very pleasant places when one is alone . """	contradiction	b: cue-removed	not	True	True	nep	True
If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	If the earth told a true story , then Stapleton reached that island of refuge towards which he struggled through the fog upon that last night	contradiction	a: within scope.	never	True	True	nep	True
""" If you had told us of your own free will it would have been a different thing , "" said the baronet , "" you only told us , or rather your wife only told us , when it was forced from you and you could not help yourself . """	you could help yourself	contradiction	a: within scope.	not	True	True	nep	True
Do not think that it was a delusion , Holmes .	Do think that it was a delusion	contradiction	a: within scope.	not	True	True	nep	True
It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had no proof that Barrymore had not been in London all the time .	Barrymore had not been in London all the time	contradiction	a: within scope.	no	True	True	nep	True
That has never been proven and there is no evidence Saddam ever had any ties .	That has never been proven and there is evidence Saddam had some ties .	contradiction	b: cue-removed	no	True	True	nep	True
Stapleton may fall in with such a superstition , and Mortimer also , but if I have one quality upon earth it is common sense , and nothing will persuade me to believe in such a thing .	Stapleton may fall in with such a superstition	entailment	c: a S clause	nothing	False	True	nep	False
""" I may not know exactly where he is , but I am quite sure that I could help the police to lay their hands on him ."	I may know exactly where he is	contradiction	a: within scope.	not	True	True	nep	True
Today we mean to communicate to the Princetown people where they should look for their missing man , but it is hard lines that we have not actually had the triumph of bringing him back as our own prisoner .	they should look for their missing man	entailment	c: a S clause	not	True	True	nep	False
If he had not been her brother I should have known better how to answer him .	he had been her brother	contradiction	a: within scope.	not	True	True	nep	True
Only a few weeks ago she was cleaning out Sir Charles 's studyit had never been touched since his deathand she found the ashes of a burned letter in the back of the grate .	Only a few weeks ago she was cleaning out Sir Charles 's studyit had been touched since his death-	contradiction	b: cue-removed	never	True	True	nep	True
He had not understood , he said , that I was becoming attached to her , but when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was not responsible for what he said or did .	when he saw with his own eyes that it was really so , and that she might be taken away from him , it gave him such a shock that for a time he was responsible for what he said or did	contradiction	b: cue-removed	not	True	True	nep	True
It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	It was black	contradiction	a: within scope.	not	True	True	nep	True
"I do not suppose I should have done so had I not known this legend . """	I do suppose I should have done so had I known this legend	contradiction	b: cue-removed	not	True	True	nep	True
There have been decorators and furnishers up from Plymouth , and it is evident that our friend has large ideas and means to spare no pains or expense to restore the grandeur of his family .	There have been decorators and furnishers up from Plymouth	entailment	c: a S clause	no	True	True	nep	False
Problems with the nervous system such as injury to the spinal cord or abnormal growths on it can also lead to priapism .	Problems with the nervous system such as injury to the spinal cord or normal growths on it can also lead to priapism .	contradiction	b: cue-removed	ab-	False	True	nep	True
"We have never gone out without keeping a sharp watch , and no one could have escaped our notice . """	one could have escaped our tice	contradiction	b: cue-removed	no	True	True	nep	True
""" The marks were some twenty yards from the body and no one gave them a thought ."	` ` The marks were some twenty yards from the body and one gave them a thought .	contradiction	b: cue-removed	no	True	True	nep	True
There was a bit of a haze , and you could not see more than a few hundred yards .	you could see more than a few hundred yards	contradiction	a: within scope.	not	True	True	nep	True
""" We heard nothing of the kind , "" said I ."	"` ` We heard of the kind , "" said I ."	contradiction	b: cue-removed	nothing	False	True	nep	True
"The worst of it is that I only bought the pair last night in the Strand , and I have never had them on . """	The worst of it is that I only bought the pair last night in the Strand	entailment	c: a S clause	never	True	True	nep	False
""" We know now that the people who are so interested in our friend have not settled down in his own hotel ."	the people who are so interested in our friend have settled down in his own hotel	contradiction	a: within scope.	not	True	True	nep	True
All was sweet and mellow and peaceful in the golden evening light , and yet as I looked at them my soul shared none of the peace of Nature but quivered at the vagueness and the terror of that interview which every instant was bringing nearer .	my soul shared of the peace of Nature	contradiction	a: within scope.	none	False	True	nep	True
"It means no good to anyone of the name of Baskerville , and very glad I shall be to be quit of it all on the day that Sir Henry 's new servants are ready to take over the Hall . """	It means good to anyone of the name of Baskerville	contradiction	a: within scope.	no	True	True	nep	True
""" I have not heard of any . """	"` ` I have heard of some . """	contradiction	b: cue-removed	not	True	True	nep	True
To my dismay the creature flew straight for the great mire , and my acquaintance never paused for an instant , bounding from tuft to tuft behind it , his green net waving in the air .	his green net waving in the air	entailment	c: a S clause	never	True	True	nep	False
""" Well , it can not be far if Barrymore had to carry out the food to it ."	` ` Well , it can be far if Barrymore had to carry out the food to it .	contradiction	b: cue-removed	not	True	True	nep	True
Two in two days , and many more , perhaps , for they get in the way of going there in the dry weather and never know the difference until the mire has them in its clutches .	they know the difference until the mire has them in its clutches	contradiction	a: within scope.	never	True	True	nep	True
""" No , sir , I do not know that . """	I do know that	contradiction	a: within scope.	not	True	True	nep	True
I laughed incredulously as Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling .	Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling	contradiction	a: within scope.	in-	False	True	nep	True
He struck Gennaro senseless and fled from the house which he was never more to enter .	He struck Gennaro senseless and fled from the house which he was never more to enter .	contradiction	b: cue-removed	never-more	False	True	nep	True
You do not object to tobacco , I take it ?	You do object to tobacco , I take it ?	contradiction	b: cue-removed	not	True	True	nep	True
"But we have to prove all this , and we are not in a position to do it . """	we have to prove all this	entailment	c: a S clause	not	True	True	nep	False
"The change may have been made to appease Catholics who could not accept the monarch as "" Head of the Church "" , seeing the church as the Pope 's domain , or it may have been made because Elizabeth was a woman ."	it may have been made because Elizabeth was a woman	entailment	c: a S clause	not	True	True	nep	False
Then I broke my blue ribbon and began to drink again , but I think I should not have done it if Mary had been the same as ever .	Then I broke my blue ribbon and began to drink again , but I think I should have done it if Mary had been the same as .	contradiction	b: cue-removed	not	True	True	nep	True
It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	It is not an easy problem	entailment	c: a S clause	not	True	True	nep	False
Both Frieza and Zarbon looked down upon him for carelessly leaving him alive .	care leaving him alive	contradiction	a: within scope.	-lessly	False	True	nep	True
The dinner itself was neither well served nor well cooked , and the gloomy presence of the taciturn servant did not help to enliven us .	The dinner itself was neither well served nor well cooked	contradiction	b: cue-removed	neither-nor	False	True	nep	True
There was no response .	There was response .	contradiction	b: cue-removed	no	True	True	nep	True
some ghosts might never cause fear .	some ghosts might cause fear .	contradiction	b: cue-removed	never	True	True	nep	True
I have not lived for years with Sherlock Holmes for nothing .	I have lived for years with Sherlock Holmes for hing .	contradiction	b: cue-removed	not	True	True	nep	True
""" If matters came to a crisis I should endeavour to be present in person ; but you can understand that , with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is impossible for me to be absent from London for an indefinite time ."	with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is possible for me to be absent from London for an indefinite time	contradiction	b: cue-removed	im-	False	True	nep	True
You have received your rent , and he is not a troublesome lodger , though he is certainly an unusual one .	You have received your rent , and he is a troublesome lodger , though he is certainly an unusual one .	contradiction	b: cue-removed	not	True	True	nep	True
"There are no footsteps nor any clue to the criminals . """	"There are no footsteps nor some clue to the criminals . """	contradiction	b: cue-removed	no-nor	False	True	nep	True
I hesitated but could not escape the question .	I hesitated but could escape the question .	contradiction	b: cue-removed	not	True	True	nep	True
""" I owe him nothing , and his friends are not mine ."	` ` I owe him hing , and his friends are mine .	contradiction	b: cue-removed	not	True	True	nep	True
I 've taken up the matter , and I wo not lose sight of it .	I wo lose sight of it	contradiction	a: within scope.	not	True	True	nep	True
""" There are a few gipsies and labouring folk for whom I can not answer , but among the farmers or gentry there is no one whose initials are those ."	there is no one whose initials are those	entailment	c: a S clause	not	True	True	nep	False
""" I am convinced , sir , "" she said , "" that this matter is a mistake , and that the parcel was never meant for me at all ."	this matter is a mistake	entailment	c: a S clause	never	True	True	nep	False
The words took away my breath for an instant but a glance at the placid face and steadfast eyes of my companion showed that no surprise was intended .	The words took away my breath for an instant	entailment	c: a S clause	no	True	True	nep	False
""" I did not say that I desired you to do it . """	I did say that I desired you to do it	contradiction	a: within scope.	not	True	True	nep	True
He 's in hiding , too , but he 's not a convict as far as I can make out .	I can make out	contradiction	a: within scope.	not	True	True	nep	True
There was a bit of a haze , and you could not see more than a few hundred yards .	There was a bit of a haze	entailment	c: a S clause	not	True	True	nep	False
Much of what I tell you is no doubt quite irrelevant , but still I feel that it is best that I should let you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions .	you have all the facts and leave you to select for yourself those which will be of most service to you in helping you to your conclusions	entailment	c: a S clause	ir-	False	True	nep	False
Our friend , Sir Henry , and the lady had halted on the path and were standing deeply absorbed in their conversation , when I was suddenly aware that I was not the only witness of their interview .	Our friend , Sir Henry , and the lady had halted on the path and were standing deeply absorbed in their conversation , when I was suddenly aware that I was the only witness of their interview .	contradiction	b: cue-removed	not	True	True	nep	True
Many people do not disagree on the topic .	Many people do disagree on the topic	contradiction	a: within scope.	not	True	True	nep	True
""" It will not be possible for you to present in that compact form which is dear to your heart ."	` ` It will be possible for you to present in that compact form which is dear to your heart .	contradiction	b: cue-removed	not	True	True	nep	True
"I do not like it , Dr. WatsonI tell you straight , sir , that I do not like it . """	I do like it , Dr. Watson	contradiction	b: cue-removed	not	True	True	nep	True
But nobody knows where the word is from : some say the word comes from Chinese , others say the word comes from England .	some say the word comes from Chinese	entailment	c: a S clause	nobody	False	True	nep	False
To rake this up could not help our poor master , and it 's well to go carefully when there 's a lady in the case .	To rake this up could help our poor master	contradiction	a: within scope.	not	True	True	nep	True
""" But I beg to point out that I have not yet heard what has happened to Mr. Garcia , nor what has become of his household . """	"` ` But I beg to point out that I have not yet heard what has happened to Mr. Garcia , what has become of his household . """	contradiction	b: cue-removed	nor	True	True	nep	True
""" I fail to see how you could have done more . """	I to see how you could have done more	contradiction	a: within scope.	fail	False	True	nep	True
That seemed to make the matter no better , so then I lost my temper too , and I answered him rather more hotly than I should perhaps , considering that she was standing by .	I answered him rather more hotly than I should perhaps , considering that she was standing by	entailment	c: a S clause	no	True	True	nep	False
"You have nothing else to report to us before we go into this matter ? """	"You have else to report to us before we go into this matter ? """	contradiction	b: cue-removed	nothing	False	True	nep	True
"When he arrives he will be met by the obtuse but resolute Lestrade , and I have no doubt that we shall have all our details filled in . """	he arrives	entailment	c: a S clause	no	True	True	nep	False
The crime was ascribed to Nihilism , and the murderers were never arrested .	the murderers were arrested	contradiction	a: within scope.	never	True	True	nep	True
There was no light save in the dining-room , but Holmes caught up the lamp and left no corner of the house unexplored .	Holmes caught up the lamp and left corner of the house unexplored	contradiction	b: cue-removed	no	True	True	nep	True
"Finally , there are "" anarchists without adjectives "" who hold that because people will be free in an anarchy to pursue voluntarily any economic structures they want ( including communes , worker co-ops , and capitalist-owned firms ) ."	they want	entailment	c: a S clause	without	False	True	nep	False
We heard the hound on the moor , so I can swear that it is not all empty superstition .	I can swear that it is all empty superstition	contradiction	b: cue-removed	not	True	True	nep	True
Not a whisper , not a rustle , rose now from the dark figure over which we stooped .	Not a whisper , not a rustle , rose now from the dark figure over which we stooped .	contradiction	b: cue-removed	Not-not	False	True	nep	True
It had not crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	he would wish me to go with him	contradiction	a: within scope.	not	True	True	nep	True
They surged effortlessly past the palace guards and thundered into the queen 's bedroom mere minutes after she fled .	she fled	entailment	c: a S clause	-lessly	False	True	nep	False
For both these reasons I thought that I was justified in telling rather less than I knew , since no practical good could result from it , but with you there is no reason why I should not be perfectly frank .	with you there is reason why I should t be perfectly frank	contradiction	b: cue-removed	no	True	True	nep	True
She was frightened by my face , I think , for she never answered a word , and the same evening she left my house .	she left my house	entailment	c: a S clause	never	True	True	nep	False
No wonder the poor devil of a convict ran and screamed , even as our friend did , and as we ourselves might have done , when he saw such a creature bounding through the darkness of the moor upon his track .	he saw such a creature bounding through the darkness of the moor upon his track	entailment	c: a S clause	no	True	True	nep	False
Rain and storms are never both in this level .	Rain and storms are both in this level	contradiction	a: within scope.	never	True	True	nep	True
By thunder , if that chap can not find my missing boot there will be trouble .	By thunder , if that chap can find my missing boot there will be trouble .	contradiction	b: cue-removed	not	True	True	nep	True
""" It is useless for us to pretend that we do not know you , Dr. Watson , "" said he ."	"` ` It is use for us to pretend that we do not know you , Dr. Watson , "" said he ."	contradiction	b: cue-removed	-less	False	True	nep	True
I had often suffered under it , but never more so than during that long drive in the darkness .	I had suffered more so than during that long drive in the darkness	contradiction	a: within scope.	never	True	True	nep	True
No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is not unusual in cases of dyspnoea and death from cardiac exhaustion .	that is a symptom which is not unusual in cases of dyspnoea and death from cardiac exhaustion	entailment	c: a S clause	no	True	True	nep	False
I had nothing to do with my host going off upon a nocturnal excursion and meeting so sad an end .	I had to do with my host going off upon a nocturnal excursion and meeting so sad an end .	contradiction	b: cue-removed	nothing	False	True	nep	True
1973 oil crisis The 1973 oil crisis started on October 17 , 1973. when the members of Organization of Arab Petroleum Exporting Countries ( OAPEC ) said , because of the Yom Kippur War , that they would no longer ship petroleum to nations that had supported Israel in its conflict with Syria and Egypt ( The United States , its allies in Western Europe , and Japan ) .	they would no longer ship petroleum to nations that had supported Israel in its conflict with Syria and Egypt The United States , its allies in Western Europe , and Japan	entailment	c: a S clause	no-longer	False	True	nep	False
There is no indication as to the sender , and the matter is the more mysterious as Miss Cushing , who is a maiden lady of fifty , has led a most retired life , and has so few acquaintances or correspondents that it is a rare event for her to receive anything through the post .	the matter is the more mysterious as Miss Cushing , who is a maiden lady of fifty , has led a most retired life , and has so few acquaintances or correspondents that it is a rare event for her to receive anything through the post	entailment	c: a S clause	no	True	True	nep	False
Today , many people related to those slaves still live in America , though they are no longer slaves .	they are no longer slaves	contradiction	b: cue-removed	no-longer	False	True	nep	True
Applications that depend on libraries installed by IE will fail to function , or have unexpected behaviors .	Applications that depend on libraries installed by IE will to function	contradiction	a: within scope.	fail	False	True	nep	True
There was no chance of either of us forgetting that peculiar ruddy tweed suitthe very one which he had worn on the first morning that we had seen him in Baker Street .	he had worn on the first morning that we had seen him in Baker Street	entailment	c: a S clause	no	True	True	nep	False
""" I do not know much of British life yet , for I have spent nearly all my time in the States and in Canada ."	I do know much of British life yet	contradiction	a: within scope.	not	True	True	nep	True
These ears bear no signs of this .	These ears bear signs of this .	contradiction	b: cue-removed	no	True	True	nep	True
""" I have had a most singular and unpleasant experience , Mr. Holmes , "" said he ."	I have had a most pleasant experience	contradiction	a: within scope.	un-	False	True	nep	True
""" There are a few gipsies and labouring folk for whom I can not answer , but among the farmers or gentry there is no one whose initials are those ."	There are a few gipsies and labouring folk for whom I can answer	contradiction	b: cue-removed	not	True	True	nep	True
You do not object to tobacco , I take it ?	I take it	entailment	c: a S clause	not	True	True	nep	False
A fortnight has passed since his flight , during which he has not been seen and nothing has been heard of him .	he has been seen	contradiction	a: within scope.	not	True	True	nep	True
""" I never saw a Devonshire man who did not swear by his county , "" I remarked ."	"` ` I saw a Devonshire man who did not swear by his county , "" I remarked ."	contradiction	b: cue-removed	never	True	True	nep	True
""" He had one big brown bag with himnothing else . """	"` ` He had one big brown bag with himelse . """	contradiction	b: cue-removed	nothing	False	True	nep	True
From the first moment that he saw her he appeared to be strongly attracted by her , and I am much mistaken if the feeling was not mutual .	From the first moment that he saw her he appeared to be strongly attracted by her , and I am much mistaken if the feeling was mutual .	contradiction	b: cue-removed	not	True	True	nep	True
They are not on both sides .	They are on both sides	contradiction	a: within scope.	not	True	True	nep	True
"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	you take no notice of this addition to your audience	entailment	c: a S clause	never	True	True	nep	False
His gray clothes and jerky , zigzag , irregular progress made him not unlike some huge moth himself .	His gray clothes and jerky , zigzag , regular progress made him not unlike some huge moth himself .	contradiction	b: cue-removed	ir-	False	True	nep	True
General relativity provides of a set of ten nonlinear partial differential equations for the spacetime metric ( Einstein 's field equations ) that must be solved from the distribution of mass-energy and momentum throughout the Universe .	General relativity provides of a set of ten linear partial differential equations for the spacetime metric Einstein 's field equations that must be solved from the distribution of mass energy and momentum throughout the Universe .	contradiction	b: cue-removed	non-	False	True	nep	True
He 's in hiding , too , but he 's not a convict as far as I can make out .	He 's in hiding , too , but he 's a convict as far as I can make out .	contradiction	b: cue-removed	not	True	True	nep	True
""" The records of your detective have reached us here , and you could not celebrate him without being known yourself ."	` ` The records of your detective have reached us here , and you could celebrate him without being known yourself .	contradiction	b: cue-removed	not	True	True	nep	True
The fault from what I hear may not have been entirely on one side .	I hear	contradiction	a: within scope.	not	True	True	nep	True
It does not matter to them , because they swallow the fish whole , without chewing .	It does matter to them , because they swallow the fish whole , without chewing	contradiction	a: within scope.	not	True	True	nep	True
But when little Mary was there I had never a thought of her , and that I swear as I hope for God 's mercy .	I swear as I hope for God 's mercy	entailment	c: a S clause	never	True	True	nep	False
Yet I was aware that Gennaro was no more happy than I was in his presence .	I was in his presence	contradiction	a: within scope.	no	True	True	nep	True
Over the wide expanse there was no sound and no movement .	there was movement	contradiction	a: within scope.	no	True	True	nep	True
He has been very attentive to us , and hardly a day has passed that he has not called at the Hall to see how we were getting on .	we were getting on	contradiction	a: within scope.	not	True	True	nep	True
""" I would suggest carrying this poor fellow to my house , but it would give my sister such a fright that I do not feel justified in doing it ."	it would give my sister such a fright that I do feel justified in doing it	contradiction	b: cue-removed	not	True	True	nep	True
Your mission today has justified itself , and yet I could almost wish that you had not left his side .	you had left his side	contradiction	a: within scope.	not	True	True	nep	True
And yet , if it were not for the loss of the charming companionship of the boys , I could rejoice over my own misfortune , for , with my strong tastes for botany and zoology , I find an unlimited field of work here , and my sister is as devoted to Nature as I am .	And yet , if it were for the loss of the charming companionship of the boys , I could rejoice over my own misfortune , for , with my strong tastes for botany and zoology , I find an unlimited field of work here , and my sister is as devoted to Nature as I am .	contradiction	b: cue-removed	not	True	True	nep	True
"There 's three folk come out since he went in , but I 'll swear he was not one of them . """	"There 's three folk come out since he went in , but I 'll swear he was one of them . """	contradiction	b: cue-removed	not	True	True	nep	True
