sent_1	sent_2	method	lexical_overlap	negated_scope
In February 2014 , Belgium became the first country in the world to legalize euthanasia some age limits .	In February 2014 , Belgium became the first country in the world to legalize euthanasia without any age limits .	swapped	False	False
` ` I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done	""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	swapped	False	False
And the Bird of Paradise must have flown around the ark end , because it had no feet to land .	And the Bird of Paradise must have flown around the ark endlessly , because it had no feet to land .	swapped	False	False
He may find his way out	""" He may find his way in , but never out , "" she cried ."	swapped	False	False
"And yet he would so much as let me touch the tips of her fingers . """	"And yet he would not so much as let me touch the tips of her fingers . """	swapped	False	False
"` ` And yet I can see anything save very vague indications . """	""" And yet I can not see anything save very vague indications . """	swapped	False	False
he was received by the more turbulent of our people	I was well aware that you could not do this without thinking of the mission which he undertook on behalf of the North at the time of the Civil War , for I remember your expressing your passionate indignation at the way in which he was received by the more turbulent of our people .	swapped	False	False
But first I had the pleasant duty of breaking the news to Barrymore and his wife .	But first I had the unpleasant duty of breaking the news to Barrymore and his wife .	swapped	False	False
Sir Henry did make love to her	He took particular care that Sir Henry did not make love to her , as you have yourself observed .	swapped	False	False
I could imagine that they were some unwarlike and harried race who were forced to accept that which none other would occupy	I am no antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which none other would occupy .	swapped	False	False
From that day they were seen no more in England .	From that day they were seen no more in England .	swapped	False	False
she left my house	She was frightened by my face , I think , for she never answered a word , and the same evening she left my house .	swapped	False	False
` ` I fancy old Frankland allows her a pittance	""" I fancy old Frankland allows her a pittance , but it can not be more , for his own affairs are considerably involved ."	swapped	False	False
We have excuse for an intrusion upon his privacy until we have some reason to think that there is a guilty reason for it	We have no excuse for an intrusion upon his privacy until we have some reason to think that there is a guilty reason for it .	swapped	False	False
what he was doing he could make out	"A kind of gentleman he was , as far as he could see , but what he was doing he could not make out . """	swapped	False	False
you had a nerve in your body	"I should not have thought you had a nerve in your body . """	swapped	False	False
The man was known there .	The man was unknown there .	swapped	False	False
"It can connect wire to any computer that has the Apple program ` ` iTunes "" on it"	"It can connect wirelessly to any computer that has the Apple program "" iTunes "" on it ."	swapped	False	False
Nothing stirred over the vast expanse save a pair of ravens , which croaked loudly from a tor behind us .	Nothing stirred over the vast expanse save a pair of ravens , which croaked loudly from a tor behind us .	swapped	False	False
I have come here with object except to help him	I have come here with no object except to help him .	swapped	False	False
one could have escaped our tice	"We have never gone out without keeping a sharp watch , and no one could have escaped our notice . """	swapped	False	False
I saw rather than heard	"Her dry lips could not speak the "" No "" which I saw rather than heard ."	swapped	False	False
The woman 's story hung coherently together	The woman 's story hung coherently together , and all my questions were unable to shake it .	swapped	False	False
"` ` Ah , Wilson , I see you have forgotten the little case in which I had the good fortune to help you ? """	""" Ah , Wilson , I see you have not forgotten the little case in which I had the good fortune to help you ? """	swapped	False	False
He could tell her that he loved her , and now she was dead .	He never could tell her that he loved her , and now she was dead .	swapped	False	False
they could fail to catch the eye	Holmes pointed with a chuckle to one of these , a row of residential flats , which projected so that they could not fail to catch the eye .	swapped	False	False
There is no devil in hell , Mr. Holmes	"There is no devil in hell , Mr. Holmes , and there is no man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer . """	swapped	False	False
"Tell me , frankly , what it is that you do like . """	"Tell me , frankly , what it is that you do not like . """	swapped	False	False
I as I rose from this long and inconclusive interview , ` ` you are taking a very great responsibility and putting yourself in a very false position by making an absolutely clean breast of all that you know	""" Mrs. Lyons , "" said I as I rose from this long and inconclusive interview , "" you are taking a very great responsibility and putting yourself in a very false position by not making an absolutely clean breast of all that you know ."	swapped	False	False
I would promise for three months to let the matter rest and to be content with cultivating the lady 's friendship during that time claiming her love	He would withdraw all opposition upon his part if I would promise for three months to let the matter rest and to be content with cultivating the lady 's friendship during that time without claiming her love .	swapped	False	False
Many people disagree on the topic .	Many people never disagree on the topic .	swapped	False	False
Anyhow , Neptune gives out more energy than it gets from the Sun , and the internal energy source of these winds remains determined .	Anyhow , Neptune gives out more energy than it gets from the Sun , and the internal energy source of these winds remains undetermined .	swapped	False	False
you know her by sight	It is indorsed ` Mr. and Mrs. Vandeleur , ' but you will have no difficulty in recognizing him , and her also , if you know her by sight .	swapped	False	False
You can think the wonderful secrets which it contains .	You can not think the wonderful secrets which it contains .	swapped	False	False
you told it to us	""" Dr. Mortimer , I think you could not do better than to tell your story as you told it to us . """	swapped	False	False
Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would hear of it .	Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would not hear of it .	swapped	False	False
"` ` I did know who you were , but I was determined to find out . """	""" I did not know who you were , but I was determined to find out . """	swapped	False	False
I owe him nothing	""" I owe him nothing , and his friends are not mine ."	swapped	False	False
It was not black , sir , was it white , any colour that I know but a kind of queer shade like clay with a splash of milk in it .	It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	swapped	False	False
` I fancy old Frankland allows her a pittance	""" I fancy old Frankland allows her a pittance , but it can not be more , for his own affairs are considerably involved ."	swapped	False	False
For God 's sake , sir , I beg of you to let the police know that he is still on the moor .	For God 's sake , sir , I beg of you not to let the police know that he is still on the moor .	swapped	False	False
there is man who is better worth having at your side when you are in a tight place	""" If my friend would undertake it there is no man who is better worth having at your side when you are in a tight place ."	swapped	False	False
things jogged on much the same as ever at home	""" ` Well , Sarah found that she could not make a living in Liverpool , so she went back , as I understand , to live with her sister in Croydon , and things jogged on much the same as ever at home ."	swapped	False	False
"I said it in London , Watson , and I say it again now , that yet have we helped to hunt down a more dangerous man than he who is lying yonder """	"I said it in London , Watson , and I say it again now , that never yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green-splotched bog which stretched away until it merged into the russet slopes of the moor ."	swapped	False	False
we have clear case against this very wily man	Even now we have no clear case against this very wily man .	swapped	False	False
"A kind of gentleman he was , as far as he could see , but what he was doing he could make out . """	"A kind of gentleman he was , as far as he could see , but what he was doing he could not make out . """	swapped	False	False
I do think that I am a coward , Watson , but that sound seemed to freeze my very blood .	I do not think that I am a coward , Watson , but that sound seemed to freeze my very blood .	swapped	False	False
our family has suffered so grievously	Learn then from this story not to fear the fruits of the past , but rather to be circumspect in the future , that those foul passions whereby our family has suffered so grievously may not again be loosed to our undoing .	swapped	False	False
They were pacifists .	They were not pacifists .	swapped	False	False
It is not an easy problem	It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	swapped	False	False
there is man upon earth who can prevent me from going to the home of my own people	"There is no devil in hell , Mr. Holmes , and there is no man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer . """	swapped	False	False
The German was sent for but professed to know of the matter	The German was sent for but professed to know nothing of the matter , nor could any inquiry clear it up .	swapped	False	False
The processes use asynchronous Inter Process Communication to synchronize themselves .	The processes use asynchronous Inter-Process Communication to synchronize themselves .	swapped	False	False
"` ` But I beg to point out that I have yet heard what has happened to Mr. Garcia , nor what has become of his household . """	""" But I beg to point out that I have not yet heard what has happened to Mr. Garcia , nor what has become of his household . """	swapped	False	False
We may take it , therefore , that the letter was composed by an educated man who wished to pose as an educated one	We may take it , therefore , that the letter was composed by an educated man who wished to pose as an uneducated one , and his effort to conceal his own writing suggests that that writing might be known , or come to be known , by you .	swapped	False	False
"` ` It is useless for us to pretend that we do know you , Dr. Watson , """	""" It is useless for us to pretend that we do not know you , Dr. Watson , "" said he ."	swapped	False	False
some grave and deep reason lay behind it	Then on the top of these more or less vague impressions there had come the definite and distinct warning of Miss Stapleton , delivered with such intense earnestness that I could not doubt that some grave and deep reason lay behind it .	swapped	False	False
You tire of the moor	""" You never tire of the moor ."	swapped	False	False
she would talk about	She was glad to meet me , but when she did it was not love that she would talk about , and she would not have let me talk about it either if she could have stopped it .	swapped	False	False
I as I went in	""" Sarah , "" says I as I went in , "" this man Fairbairn is never to darken my door again . """	swapped	False	False
Adults whose primary sexual attraction is for mid to late teens are properly called ephebophiles	Adults whose primary sexual attraction is for mid-to-late teens are properly called ephebophiles , but ephebophilia is not considered abnormal by mental health professionals .	swapped	False	False
if I am to be squire down there I must dress the part	You see , if I am to be squire down there I must dress the part , and it may be that I have got a little careless in my ways out West .	swapped	False	False
empty one was in sight	Holmes looked eagerly round for another , but no empty one was in sight .	swapped	False	False
I mention this small episode because it assumes some importance in view of the tragedy which followed , but I was convinced at the time that the matter was entirely trivial and that his excitement had justification .	I mention this small episode because it assumes some importance in view of the tragedy which followed , but I was convinced at the time that the matter was entirely trivial and that his excitement had no justification .	swapped	False	False
it merged into the russet slopes of the moor	"I said it in London , Watson , and I say it again now , that never yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green-splotched bog which stretched away until it merged into the russet slopes of the moor ."	swapped	False	False
But he will trouble anyone in this country again .	But he will never trouble anyone in this country again .	swapped	False	False
An investigator needs legends or rumours	An investigator needs facts and not legends or rumours .	swapped	False	False
I could say more than that	"I do not know as I could say more than that . """	swapped	False	False
That is likely	""" That is unlikely ."	swapped	False	False
He had said as much before , and I must admit that his words gave me keen pleasure , for I had often been piqued by his indifference to my admiration and to the attempts which I had made to give publicity to his methods .	He had never said as much before , and I must admit that his words gave me keen pleasure , for I had often been piqued by his indifference to my admiration and to the attempts which I had made to give publicity to his methods .	swapped	False	False
The number zero is neither positive nor negative .	The number zero is neither positive nor negative .	swapped	False	False
none other would occupy	I am no antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which none other would occupy .	swapped	False	False
my nerve is as good as it was	"It has been a long evening , and I do not think my nerve is as good as it was . """	swapped	False	False
"But I ' m not easy in my mind about it . """	"But I 'm not easy in my mind about it . """	swapped	False	False
A clever man upon so delicate an errand has use for a beard save to conceal his features .	A clever man upon so delicate an errand has no use for a beard save to conceal his features .	swapped	False	False
` ` The shadow has departed and will return .	""" The shadow has departed and will not return ."	swapped	False	False
Yet I was aware that Gennaro was more happy than I was in his presence .	Yet I was aware that Gennaro was no more happy than I was in his presence .	swapped	False	False
sometimes the glimmer seemed to be far away upon the horizon	There is nothing so deceptive as the distance of a light upon a pitch-dark night , and sometimes the glimmer seemed to be far away upon the horizon and sometimes it might have been within a few yards of us .	swapped	False	False
they can swarm where they like with their papers and their bottles	These infernal people seem to think that there are no rights of property , and that they can swarm where they like with their papers and their bottles .	swapped	False	False
The noise could have been far away	The noise could not have been far away and was certainly in the house .	swapped	False	False
someone is ill disposed towards you	""" And also , "" said Holmes , "" that someone is not ill-disposed towards you , since they warn you of danger . """	swapped	False	False
"` ` I do say now that he is a crazy man , "" said Sir Henry ; ` ` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	""" I do not say now that he is not a crazy man , "" said Sir Henry ; "" I can not forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	swapped	False	False
my friends are not good enough for this house	""" Oh ! "" says she , "" if my friends are not good enough for this house , then I am not good enough for it either . """	swapped	False	False
The attack upon Mr. Warren further shows that the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male .	The attack upon Mr. Warren further shows that the enemy , whoever they are , are themselves not aware of the substitution of the female lodger for the male .	swapped	False	False
Creeping in its shadow I reached a point whence I could look straight through the curtained window .	Creeping in its shadow I reached a point whence I could look straight through the uncurtained window .	swapped	False	False
For a month he was in and out of my house	For a month he was in and out of my house , and never once did it cross my mind that harm might come of his soft , tricky ways .	swapped	False	False
And I would have you believe , my sons , that the same Justice which punishes sin may also most graciously forgive it , and that ban is so heavy but that by prayer and repentance it may be removed .	And I would have you believe , my sons , that the same Justice which punishes sin may also most graciously forgive it , and that no ban is so heavy but that by prayer and repentance it may be removed .	swapped	False	False
Quite a few festivals are held in this month .	Quite a few festivals are never held in this month .	swapped	False	False
He would do anything so mad	""" He would not do anything so mad , sir ."	swapped	False	False
a chronicler is left in the dilemma that he must either sacrifice details which are essential to his statement and so give a false impression of the problem , or he must use matter which chance , and not choice , has provided him with	It is , however , unfortunately impossible entirely to separate the sensational from the criminal , and a chronicler is left in the dilemma that he must either sacrifice details which are essential to his statement and so give a false impression of the problem , or he must use matter which chance , and not choice , has provided him with .	swapped	False	False
that is the logical outcome of my convictions	I have not pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	swapped	False	False
there were traces upon the ground round the body	He said that there were no traces upon the ground round the body .	swapped	False	False
his mind , like my own , was busy in endeavouring to frame some scheme into which all these strange and apparently connected episodes could be fitted	Holmes sat in silence in the cab as we drove back to Baker Street , and I knew from his drawn brows and keen face that his mind , like my own , was busy in endeavouring to frame some scheme into which all these strange and apparently disconnected episodes could be fitted .	swapped	False	False
The rules in Esperanto change and can always be applied in the same way .	The rules in Esperanto never change and can always be applied in the same way .	swapped	False	False
I do know now whether it was pure devilry on the part of this woman , or whether she thought that she could turn me against my wife by encouraging her to misbehave	""" ` Well , I do not know now whether it was pure devilry on the part of this woman , or whether she thought that she could turn me against my wife by encouraging her to misbehave ."	swapped	False	False
seemed to be weaving an invisible net round the young baronet	But surely such an explanation as that would be quite inadequate to account for the deep and subtle scheming which seemed to be weaving an invisible net round the young baronet .	swapped	False	False
it is early or late for the orchids	""" It can not much matter to him whether it is early or late for the orchids ."	swapped	False	False
It wo result in a little fever .	It wo not result in a little fever .	swapped	False	False
He did observe some	He did not observe any .	swapped	False	False
Mr. James Desmond , who is the next heir , is an elderly gentleman of a very amiable disposition , so that this persecution does arise from him	One thing only appears to be certain , and that is that Mr. James Desmond , who is the next heir , is an elderly gentleman of a very amiable disposition , so that this persecution does not arise from him .	swapped	False	False
Ginger beer is aalcoholic soft drink that is also flavored with ginger root .	Ginger beer is a non-alcoholic soft drink that is also flavored with ginger root .	swapped	False	False
"` ` If you had told us of your own free will it would have been a different thing , "" said the baronet , ` ` you only told us , or rather your wife only told us , when it was forced from you and you could help yourself . """	""" If you had told us of your own free will it would have been a different thing , "" said the baronet , "" you only told us , or rather your wife only told us , when it was forced from you and you could not help yourself . """	swapped	False	False
If the earth told a true story , then Stapleton reached that island of refuge towards which he struggled through the fog upon that last night	If the earth told a true story , then Stapleton never reached that island of refuge towards which he struggled through the fog upon that last night .	swapped	False	False
The main character , Angus MacGyver Richard Dean Anderson , often prevented evitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	swapped	False	False
"` ` I can say anything definite , for I do know anything definite . """	""" I can not say anything definite , for I do not know anything definite . """	swapped	False	False
many of the family have been unhappy in their deaths , which have been sudden , bloody , and mysterious	Nor can it be denied that many of the family have been unhappy in their deaths , which have been sudden , bloody , and mysterious .	swapped	False	False
The woman 's story hung coherently together , and all my questions were able to shake it .	The woman 's story hung coherently together , and all my questions were unable to shake it .	swapped	False	False
they can tell everyone	"Each person who wants to use asymmetric cryptography uses a secret key number , and a different number , a "" public key "" that they can tell everyone ."	swapped	False	False
there is light in some other room except the kitchen	""" Where can she be , then , since there is no light in any other room except the kitchen ? """	swapped	False	False
I guess that in New York this lady 's husband will receive a pretty general vote of thanks	""" Well , Mr. Gregson , "" said the American , looking across at the official , "" I do not know what your British point of view may be , but I guess that in New York this lady 's husband will receive a pretty general vote of thanks . """	swapped	False	False
I 'll have of it	""" I 'll have no more of it !"	swapped	False	False
` I do know much about the tariff and things of that kind	""" I do not know much about the tariff and things of that kind , "" said he , "" but it seems to me we 've got a bit off the trail so far as that note is concerned . """	swapped	False	False
It means good to anyone of the name of Baskerville	"It means no good to anyone of the name of Baskerville , and very glad I shall be to be quit of it all on the day that Sir Henry 's new servants are ready to take over the Hall . """	swapped	False	False
the mire has them in its clutches	Two in two days , and many more , perhaps , for they get in the way of going there in the dry weather and never know the difference until the mire has them in its clutches .	swapped	False	False
General relativity provides of a set of ten linear partial differential equations for the spacetime metric Einstein 's field equations that must be solved from the distribution of mass energy and momentum throughout the Universe .	General relativity provides of a set of ten nonlinear partial differential equations for the spacetime metric ( Einstein 's field equations ) that must be solved from the distribution of mass-energy and momentum throughout the Universe .	swapped	False	False
"` ` He had one big brown bag with himelse . """	""" He had one big brown bag with himnothing else . """	swapped	False	False
` ` I could not call you in , Mr. Holmes , disclosing these facts to the world , and I have already given my reasons for not wishing to do so .	""" I could not call you in , Mr. Holmes , without disclosing these facts to the world , and I have already given my reasons for not wishing to do so ."	swapped	False	False
I saw a Devonshire man who did not swear by his county	""" I never saw a Devonshire man who did not swear by his county , "" I remarked ."	swapped	False	False
I have doubt that my friend 's explanation will cover the facts	I have no doubt that my friend 's explanation will cover the facts .	swapped	False	False
The orbits of the planets are ellipses , with the sun at one focus and at the other .	The orbits of the planets are ellipses , with the sun at one focus and nothing at the other .	swapped	False	False
we have been so fortunate as to miss him and have no notion of his errand	Since we have been so unfortunate as to miss him and have no notion of his errand , this accidental souvenir becomes of importance .	swapped	False	False
Atman the individual soul and Brahman the ultimate reality are identified absolutely	By analysis of experiential consciousness , he exposed the relative nature of the world and established the non-dual reality of Brahman in which Atman ( the individual soul ) and Brahman ( the ultimate reality ) are identified absolutely .	swapped	False	False
telling him too much ,	He wanted to know the object of my inquiries , but I managed to satisfy his curiosity without telling him too much , for there is no reason why we should take anyone into our confidence .	swapped	False	False
"We can not arrest her evidence , that is clear , so the sooner we get a statement the better . """	"We can not arrest without her evidence , that is clear , so the sooner we get a statement the better . """	swapped	False	False
I can say that	""" No , I can not say that . """	swapped	False	False
That would have accounted for his stealthy movements and also for the easiness of his wife .	That would have accounted for his stealthy movements and also for the uneasiness of his wife .	swapped	False	False
I know of	I never hurt man or woman in my life that I know of .	swapped	False	False
Rain and storms are both in this level .	Rain and storms are both never in this level .	swapped	False	False
all these rooms are occupied	Now , all these rooms are unfurnished and unoccupied so that his expedition became more mysterious than ever .	swapped	False	False
I can make of this mystification of Scott Eccles	""" I can make nothing of this mystification of Scott Eccles . """	swapped	False	False
we were drawing near to the Hall and to the scene of action	It was a relief to me , after that unnatural restraint , when we at last passed Frankland 's house and knew that we were drawing near to the Hall and to the scene of action .	swapped	False	False
I as I rose from this long and conclusive terview , ` ` you are taking a very great responsibility and putting yourself in a very false position by not making an absolutely clean breast of all that you know	""" Mrs. Lyons , "" said I as I rose from this long and inconclusive interview , "" you are taking a very great responsibility and putting yourself in a very false position by not making an absolutely clean breast of all that you know ."	swapped	False	False
I should find the hut and its tenant should be within it	On the other hand , if I should find the hut and its tenant should not be within it I must remain there , however long the vigil , until he returned .	swapped	False	False
the idea of a joke is possible	""" You must admit , my dear Watson , that the idea of a joke is impossible ."	swapped	False	False
The surprise was all on one side	""" The surprise was not all on one side , I assure you ."	swapped	False	False
I have doubt that you and I could carry it so far .	I have no doubt that you and I could carry it so far .	swapped	False	False
Rodger Baskerville , Sir Charles 's younger brother died married	""" Since Rodger Baskerville , Sir Charles 's younger brother died unmarried , the estate would descend to the Desmonds , who are distant cousins ."	swapped	False	False
Now , all these rooms are furnished and occupied so that his expedition became more mysterious than ever .	Now , all these rooms are unfurnished and unoccupied so that his expedition became more mysterious than ever .	swapped	False	False
I do think my nerve is as good as it was	"It has been a long evening , and I do not think my nerve is as good as it was . """	swapped	False	False
anything save very vague indications	""" And yet I can not see anything save very vague indications . """	swapped	False	False
we can get out of him but grunts	"He hardly speaks a word of English , and we can get nothing out of him but grunts . """	swapped	False	False
you can always keep on naming even numbers	This sequence never ends : it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers .	swapped	False	False
"It is my intention to be fulsome , but I confess that I covet your skull . """	"It is not my intention to be fulsome , but I confess that I covet your skull . """	swapped	False	False
the head would be cut off	But if the executioner was inexperienced , then it may take many strokes before the head would be cut off .	swapped	False	False
"What I did t foresee is that we should find a woman , and ordinary woman , Watson . """	"What I did not foresee is that we should find a woman , and no ordinary woman , Watson . """	swapped	False	False
"` ` Because I could tell them what they are dying to know ; but would induce me to help the rascals in some way . """	""" Because I could tell them what they are dying to know ; but nothing would induce me to help the rascals in any way . """	swapped	False	False
This matter cuts very deep , and though I have finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us , I am conscious always of power and design .	This matter cuts very deep , and though I have not finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us , I am conscious always of power and design .	swapped	False	False
"` ` Would it be well in the first place to get rid of this Barrymore couple ? """	""" Would it not be well in the first place to get rid of this Barrymore couple ? """	swapped	False	False
Nobody really knows why they wanted to move .	Nobody really knows why they wanted to move .	swapped	False	False
he wanted all day and ask no questions	He said that he was a detective , and he offered me two guineas if I would do exactly what he wanted all day and ask no questions .	swapped	False	False
he was known in the days of his greatness	He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .	swapped	False	False
Stapleton may fall in with such a superstition , and Mortimer also	Stapleton may fall in with such a superstition , and Mortimer also , but if I have one quality upon earth it is common sense , and nothing will persuade me to believe in such a thing .	swapped	False	False
it concerned no one but myself	"If it concerned no one but myself I would not try to keep it from you . """	swapped	False	False
Some people possessing genius have a remarkable power of stimulating it .	Some people without possessing genius have a remarkable power of stimulating it .	swapped	False	False
there could be two people in your rooms	"I suppose there could not be two people in your rooms , Mrs. Warren ? """	swapped	False	False
The composer Arnold Schoenberg 1874 1951 wrote pieces which were atonal meaning that they did sound as if they were in some clear musical key .	The composer Arnold Schoenberg ( 1874-1951 ) wrote pieces which were atonal ( meaning that they did not sound as if they were in any clear musical key ) .	swapped	False	False
CAS registry number Nitrogen is a metal chemical element .	CAS registry number Nitrogen is a nonmetal chemical element .	swapped	False	False
He is said to have about seven lawsuits upon his hands at present , which will probably swallow up the remainder of his fortune and so draw his sting and leave him harm for the future .	He is said to have about seven lawsuits upon his hands at present , which will probably swallow up the remainder of his fortune and so draw his sting and leave him harmless for the future .	swapped	False	False
` If not , I 'll have to do with you .	` If not , I 'll have no more to do with you . '	swapped	False	False
we could take good care of ourselves	We are four able-bodied men in this household , so that we could take good care of ourselves , but I confess that I have had uneasy moments when I have thought of the Stapletons .	swapped	False	False
from that moment I was my own master , and it is all like a dim dream when I look back on it	""" ` I tell you , and I give you my word for it , that from that moment I was not my own master , and it is all like a dim dream when I look back on it ."	swapped	False	False
they are watched	"Creep forward quietly and see what they are doingbut for heaven 's sake do not let them know that they are watched ! """	swapped	False	False
It is what we know , but what we can prove .	It is not what we know , but what we can prove .	swapped	False	False
"` ` My dear fellow , "" said he , ` ` Holmes , with all his wisdom , did foresee some things which have happened since I have been on the moor ."	""" My dear fellow , "" said he , "" Holmes , with all his wisdom , did not foresee some things which have happened since I have been on the moor ."	swapped	False	False
I can tell them reference to the notes made at the time	The incidents of the next few days are indelibly graven upon my recollection , and I can tell them without reference to the notes made at the time .	swapped	False	False
"` ` But it had approached the body ? """	""" But it had not approached the body ? """	swapped	False	False
It never recovered from the blow , and much of my capital was retrievably swallowed up .	It never recovered from the blow , and much of my capital was irretrievably swallowed up .	swapped	False	False
All this will be very interesting to your severely practical mind	All this , however , is foreign to the mission on which you sent me and will probably be very uninteresting to your severely practical mind .	swapped	False	False
you should not go alone upon the moor	"I am sorry to intrude , but you heard how earnestly Holmes insisted that I should not leave you , and especially that you should not go alone upon the moor . """	swapped	False	False
Barrymore had to carry out the food to it	""" Well , it can not be far if Barrymore had to carry out the food to it ."	swapped	False	False
they are no longer slaves	Today , many people related to those slaves still live in America , though they are no longer slaves .	swapped	False	False
anyone follow or watch you	""" You have not observed anyone follow or watch you ? """	swapped	False	False
I swear as I hope for God 's mercy	But when little Mary was there I had never a thought of her , and that I swear as I hope for God 's mercy .	swapped	False	False
` ` Our case is complete .	""" Our case is not complete ."	swapped	False	False
there is need of secrecy between you and me	""" Surely there is no need of secrecy between you and me ."	swapped	False	False
you found time for such things	"I did not know that you found time for such things . """	swapped	False	False
` ` I do pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture .	""" I do not pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture ."	swapped	False	False
Holmes 's face was turned towards it , and he muttered patiently as he watched its sluggish drift .	Holmes 's face was turned towards it , and he muttered impatiently as he watched its sluggish drift .	swapped	False	False
He said that there were traces upon the ground round the body .	He said that there were no traces upon the ground round the body .	swapped	False	False
with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is possible for me to be absent from London for an indefinite time	""" If matters came to a crisis I should endeavour to be present in person ; but you can understand that , with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is impossible for me to be absent from London for an indefinite time ."	swapped	False	False
"` ` There is here , "" said he ."	""" There is nothing here , "" said he ."	swapped	False	False
Jimmy will break his mother 's heart	` Surely Jimmy will not break his mother 's heart 'that appears to be irrelevant .	swapped	False	False
The agreement was discovered to be a joke by the Social Democrats during the nightly negotiations later by civil servants or the press who went through the coalition contracts	The agreement was absolutely fictional but was neither discovered to be a joke by the Social Democrats during the nightly negotiations nor later by civil servants or the press who went through the coalition contracts .	swapped	False	False
I feel was an justifiable intrusion	"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will not mention the matter again . """	swapped	False	False
Surely you are going !	Surely you are not going !	swapped	False	False
he must be of Spartan habits and cared little for the comforts of life	There was no trace , however , of anything of the kind , nor could I discover any sign which might indicate the character or intentions of the man who lived in this singular place , save that he must be of Spartan habits and cared little for the comforts of life .	swapped	False	False
He was in shirt and trousers , with covering to his feet .	He was in shirt and trousers , with no covering to his feet .	swapped	False	False
I have come to some conclusion	""" I have not come to any conclusion . """	swapped	False	False
you came to conceal this important information	""" I can not understand , Barrymore , how you came to conceal this important information . """	swapped	False	False
A berry might contain one seed or many .	A berry might never contain one seed or many .	swapped	False	False
Over the wide expanse there was sound and movement .	Over the wide expanse there was no sound and no movement .	swapped	False	False
more complex case had come to him in all the long series of his sensational investigations	Holmes himself had said that no more complex case had come to him in all the long series of his sensational investigations .	swapped	False	False
it had feet to land	And the Bird of Paradise must have flown around the ark endlessly , because it had no feet to land .	swapped	False	False
is thinkable	It must tend to some end , or else our universe is ruled by chance , which is unthinkable .	swapped	False	False
The sizes of cities can be very different .	The sizes of cities can not be very different .	swapped	False	False
I sprang out	I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .	swapped	False	False
After the HIV in a person has MDR HIV there may be more medicines to treat them .	After the HIV in a person has MDR-HIV there may be no more medicines to treat them .	swapped	False	False
their abstraction was the motive of the crime	It was suggested , but never proved , that the deceased gentleman may have had valuables in the house , and that their abstraction was the motive of the crime .	swapped	False	False
he could do harm	We were only doing our duty in taking this chance of putting him back where he could do no harm .	swapped	False	False
All the good work which has been done by Sir Charles will crash to the ground if there is tenant of the Hall .	All the good work which has been done by Sir Charles will crash to the ground if there is no tenant of the Hall .	swapped	False	False
` ` I had even time to put on my hat .	""" I had not even time to put on my hat ."	swapped	False	False
On the deal boards of the carpet floor there was outlined a fresh track of blood .	On the deal boards of the carpetless floor there was outlined a fresh track of blood .	swapped	False	False
I have an enemy in the world	"I have not an enemy in the world , as far as I know , so why should anyone play me such a trick ? """	swapped	False	False
it was clear that in spite of Holmes 's ruse we had proof that Barrymore had t been in London all the time	It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had no proof that Barrymore had not been in London all the time .	swapped	False	False
